Year,Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl,MTkl%,Awards
2020,Trey Flowers,27,DET,LDE,7,5,0,1,1,100,11,11,11,0,112.5,2,2,9,0,3,2,0,2,7,22,2,8.3,
2020,Kevin Givens,23,SFO,DT,13,1,0,0,0,,0,,,0,,,0,0,0,4,2,0,1,7,19,0,0,
2020,Jonathan Greenard,23,HOU,LB,13,1,0,7,6,85.7,55,9.2,7.9,0,99.4,2.7,23,32,24,0,2,1,1,3,19,5,20.8,
2020,Tim Settle,23,WAS,DT,16,1,0,0,0,,0,,,0,,,0,0,3,3,2,0,5,10,19,2,9.5,
2020,Vernon Butler,26,BUF,LDT,14,9,0,0,0,,0,,,0,,,0,0,0,2,2,1,0,4,18,0,0,
2020,Charles Harris,25,ATL,DE,13,1,0,6,4,66.7,36,9,6,0,82.6,1.5,1,35,5,3,2,1,3,8,18,2,10,
2020,Marquis Haynes,27,CAR,LB,15,0,0,4,3,75,13,4.3,3.3,0,78.1,3.5,8,5,2,4,2,0,4,10,18,3,14.3,
2020,Dion Jordan,30,SFO,DE,13,1,0,0,0,,0,,,0,,,0,0,0,2,2,0,3,8,17,3,15,
2020,Davon Godchaux,26,MIA,NT,5,5,0,0,0,,0,,,0,,,0,0,0,1,2,0,0,3,16,0,0,
2020,Bryce Huff,22,NYJ,LB,14,0,0,4,4,100,13,3.3,3.3,0,80.2,1.3,5,8,9,4,2,0,2,8,16,1,5.9,
2020,Malcolm Roach,22,NOR,DT,9,0,0,1,1,100,7,7,7,0,95.8,4,4,3,0,2,2,0,0,4,16,0,0,
2020,Corey Peters,32,ARI,NT,9,9,0,1,0,0,0,,0,0,39.6,-2,0,0,0,1,2,0,2,5,15,1,6.3,
2020,Ross Blacklock,22,HOU,DT,15,1,0,1,1,100,-1,-1,-1,0,79.2,-4,-4,3,0,0,2,0,0,2,14,2,12.5,
2020,Jurrell Casey,31,DEN,DT,3,3,0,0,0,,0,,,0,,,0,0,0,1,2,3,0,3,14,1,6.7,
2020,Tyrone Crawford,31,DAL,DE,16,3,0,0,0,,0,,,0,,,0,0,0,4,2,0,2,8,14,2,12.5,
2020,Darryl Johnson,23,BUF,DE,15,0,0,2,1,50,3,3,1.5,0,56.2,7,0,3,0,2,2,0,1,5,14,1,6.7,
2020,Tramon Williams,37,BAL,DB,6,0,0,15,9,60,102,11.3,6.8,1,102.6,7.2,59,43,14,0,2,0,0,2,14,1,6.7,
2020,Jordan Willis,25,2TM,LB,9,0,0,2,2,100,7,3.5,3.5,0,81.2,0,0,7,0,0,2,0,2.5,5,13,2,13.3,
2020,Ogbonnia Okoronkwo,25,LAR,LB,10,0,0,1,1,100,7,7,7,0,95.8,7,7,0,14,2,2,0,1,5,12,0,0,
2020,Leki Fotu,22,ARI,DT,11,0,0,0,0,,0,,,0,,,0,0,1,4,2,0,1,7,11,2,15.4,
2020,Jordan Phillips,28,ARI,RDT,9,9,0,1,1,100,15,15,15,0,118.7,2,2,13,0,2,2,1,2,6,11,3,21.4,
2020,Shaquem Griffin,25,SEA,LB,14,0,0,3,1,33.3,16,16,5.3,0,52.1,5.3,6,10,27,0,2,0,1,3,9,1,10,
2020,T.Y. McGill,28,PHI,DT,7,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,0.5,4,9,0,0,
2020,Derick Roberson,25,TEN,DE,8,1,0,2,2,100,9,4.5,4.5,0,85.4,1.5,3,6,17,2,2,1,0,4,9,1,10,
2020,Kamalei Correa,26,2TM,RLB,9,6,0,5,3,60,47,15.7,9.4,0,91.2,4,8,39,27,0,2,0,0,2,9,2,18.2,
2020,Jonathan Bullard,27,SEA,DE,6,0,0,0,0,,0,,,0,,,0,0,0,0,2,0,0,2,8,0,0,
2020,Chris Wormley,27,PIT,DE,13,1,0,0,0,,0,,,0,,,0,0,0,1,2,0,1,4,8,0,0,
2020,Taco Charlton,26,KAN,DE,7,0,0,0,0,,0,,,0,,,0,0,0,2,2,0,2,6,7,0,0,
2020,Matthew Ioannidis,26,WAS,DT,3,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,1.5,5,7,0,0,
2020,Alex Barrett,26,SFO,DE,7,0,0,0,0,,0,,,0,,,0,0,0,3,2,0,0,5,5,0,0,
2020,Terrell Lewis,22,LAR,LB,8,0,0,0,0,,0,,,0,,,0,0,7,0,2,0,2,4,5,0,0,
2020,Henry Mondeaux,25,PIT,DT,11,0,0,0,0,,0,,,0,,,0,0,0,0,2,0,0,2,5,1,16.7,
2020,Teair Tart,23,TEN,DT,7,1,0,1,1,100,17,17,17,0,118.7,2,2,15,0,0,2,0,0,2,5,4,44.4,
2020,Derek Rivers,26,2TM,DE,13,0,0,0,0,,0,,,0,,,0,0,1,2,2,0,1.5,6,5,0,0,
2020,Kemoko Turay,25,IND,LB,7,0,0,1,1,100,9,9,9,0,104.2,4,4,5,0,2,2,0,1,5,4,1,20,
2020,Khalil Davis,24,TAM,DT,2,0,0,0,0,,0,,,0,,,0,0,0,0,2,0,0,2,2,0,0,
2020,Jessie Lemonier,23,LAC,DE,6,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,0,3,2,0,0,
2020,Zach Cunningham,26,HOU,LILB,16,16,0,43,37,86,452,12.2,10.5,2,126,4.4,112,340,35,3,1,0,3,7,164,17,9.4,
2020,Tyrell Adams,28,HOU,RILB,16,12,0,61,48,78.7,461,9.6,7.6,4,120,4.1,184,277,44,1,1,0,2,4,125,12,8.8,
2020,Tremaine Edmunds,22,BUF,MLB,15,15,0,64,43,67.2,543,12.6,8.5,4,114.3,5.6,261,282,72,0,1,0,2,3,119,12,9.2,PB
2020,Budda Baker,24,ARI,SS,15,15,2,42,30,71.4,339,11.3,8.1,5,115,7.8,190,149,70,5,1,1,2,8,118,13,9.9,"PB,AP-1"
2020,Jordan Hicks,28,ARI,RILB,16,16,1,62,44,71,460,10.5,7.4,0,85.4,5.3,211,249,89,4,1,1,0,5,118,11,8.5,
2020,Myles Jack,25,JAX,LLB,14,14,1,56,43,76.8,337,7.8,6,2,95.6,2.6,47,290,43,1,1,1,1,3,118,8,6.3,
2020,Lavonte David,30,TAM,RILB,16,16,1,92,69,75,417,6,4.5,4,93.4,3.1,172,245,65,0,1,1,1.5,3,117,10,7.9,AP-2
2020,Danny Trevathan,30,CHI,RILB,16,16,0,59,46,78,573,12.5,9.7,2,118.4,6.6,276,297,26,1,1,0,1,3,113,6,5,
2020,Kevin Byard,27,TEN,FS,16,16,1,45,33,73.3,314,9.5,7,4,112.6,8.6,186,128,29,1,1,0,0,2,111,8,6.7,
2020,Avery Williamson,28,2TM,LILB,15,10,1,54,47,87,452,9.6,8.4,2,106.2,3.8,174,278,41,0,1,0,1,2,111,6,5.1,
2020,Jessie Bates III,23,CIN,FS,16,16,3,46,25,54.3,317,12.7,6.9,3,70.7,10.3,217,100,6,0,1,0,0,1,109,16,12.8,AP-2
2020,Eric Kendricks,28,MIN,MLB,11,11,3,41,29,70.7,278,9.6,6.8,0,58.8,6,131,147,53,4,1,0,0,5,107,8,7,
2020,Josh Bynes,31,CIN,LLB,16,16,0,36,26,72.2,211,8.1,5.9,0,86.7,1.6,42,169,24,0,1,0,1,2,99,16,13.9,
2020,Tre Boston,28,CAR,FS,16,16,1,55,37,67.3,347,9.4,6.3,3,95,7.6,191,156,22,0,1,0,1,2,95,15,13.6,
2020,Antoine Winfield Jr.,22,TAM,SS,16,16,1,39,30,76.9,526,17.5,13.5,6,147.2,13.1,379,147,45,1,1,1,3,6,94,7,6.9,AP DRoY-4
2020,Anthony Walker,25,IND,MLB,16,16,1,50,38,76,287,7.6,5.7,3,101,3.6,129,158,22,2,1,0,0,3,92,6,6.1,
2020,Tracy Walker,25,DET,SS,15,7,0,51,34,66.7,397,11.7,7.8,5,122.8,9.3,223,174,22,1,1,1,1,3,87,12,12.1,
2020,Dre Greenlaw,23,SFO,RLB/LLB,13,11,0,50,39,78,306,7.8,6.1,0,92.2,1.9,82,224,50,0,1,0,1,2,86,4,4.4,
2020,K.J. Wright,31,SEA,ROLB,16,16,1,66,51,77.3,416,8.2,6.3,4,106.6,3.5,149,267,72,3,1,3,2,6,86,10,10.4,
2020,Adrian Amos,27,GNB,SS,16,16,2,52,35,67.3,384,11,7.4,2,85.7,9.9,230,154,9,0,1,0,2,3,83,10,10.8,
2020,Marlon Humphrey,24,BAL,LCB,15,15,1,106,65,61.3,651,10,6.1,3,84.3,8.5,387,264,21,1,1,0,2.5,5,82,11,11.8,PB
2020,Jeff Gladney,24,MIN,RCB,16,15,0,88,62,70.5,730,11.8,8.3,6,118.1,8.9,469,261,12,2,1,0,0,3,81,20,19.8,
2020,Nick Kwiatkoski,27,LVR,MLB,12,12,1,47,27,57.4,249,9.2,5.3,2,77.3,5,148,101,16,2,1,0,1,4,81,10,11,
