Year,Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl,MTkl%,Awards
2025,Khristian Boyd,25,NOR,DT,4,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,4,0,0,
2025,Isaiah Foskey,25,CIN,DE,8,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,4,1,20,
2025,Deatrich Wise Jr.,31,WAS,DE,2,2,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,4,0,0,
2025,Anthony Goodlow,25,ARI,DL,3,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,3,0,0,
2025,Micah McFadden,25,NYG,LB,1,1,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,3,0,0,
2025,Aeneas Peebles,24,BAL,DT,6,0,0,2,2,100,17,8.5,8.5,0,102.1,0,0,17,0,0,1,1,0,1,3,0,0,
2025,Jeremiah Pharms,29,NWE,DT,3,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,3,0,0,
2025,Jay Toia,22,DAL,DT,5,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,3,1,25,
2025,Taven Bryan,29,BAL,DT,5,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0.5,2,1,1,50,
2025,Adam Gotsis,33,TAM,DT,2,2,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,0,0,,
2025,Jordan Burch,24,ARI,OLB,17,0,0,3,3,100,47,15.7,15.7,0,118.7,10.3,31,16,10,7,0,2,1,8,23,3,11.5,
2025,Budda Baker,29,ARI,S,16,16,1,61,42,68.9,530,12.6,8.7,2,99.8,8.6,313,217,33,4,0,1,0.5,5,120,12,9.1,PB
2025,Jordyn Brooks,28,MIA,LB,17,17,0,86,66,76.7,665,10.1,7.7,3,109.9,3.1,182,483,33,3,0,0,3.5,7,183,10,5.2,AP-1
2025,Drue Tranquill,30,KAN,LB,17,17,0,36,33,91.7,369,11.2,10.3,2,127.9,2.6,81,288,85,3,0,0,2,5,103,2,1.9,
2025,Robert Spillane,30,NWE,LB,13,13,2,48,39,81.3,374,9.6,7.8,0,81.8,3.8,146,228,31,3,0,0,1,4,97,9,8.5,
2025,Camryn Bynum,27,IND,S,17,17,4,40,27,67.5,405,15,10.1,2,77.6,11.1,220,185,18,3,0,0,1,4,81,5,5.8,
2025,Donovan Wilson,30,DAL,S,15,15,2,35,27,77.1,329,12.2,9.4,7,121.3,9.2,210,119,17,3,0,1,0,3,71,14,16.5,
2025,Antonio Johnson,24,JAX,S,17,9,5,46,28,60.9,325,11.6,7.1,1,49.9,8.6,233,92,17,3,0,0,2,5,58,3,4.9,
2025,Maason Smith,23,JAX,DT,13,2,0,0,0,,0,,,0,,,0,0,0,3,0,0,0,3,15,2,11.8,
2025,Trevis Gipson,28,2TM,OLB,13,0,0,3,2,66.7,14,7,4.7,0,77.1,-0.3,-4,18,3,3,0,0,1,4,14,2,12.5,
2025,Jay Tufele,26,NYJ,DT,12,2,0,0,0,,0,,,0,,,0,0,0,3,0,0,0,3,12,2,14.3,
2025,Za'Darius Smith,33,PHI,OLB,5,2,0,1,1,100,5,5,5,0,87.5,-1,-1,6,1,3,0,0,1.5,5,10,1,9.1,
2025,Kamren Curl,26,LAR,S,17,17,2,64,47,73.4,522,11.1,8.2,1,89.5,9.2,360,162,10,2,0,0,2,4,122,7,5.4,
2025,Christian Rozeboom,28,CAR,LB,15,15,1,70,51,72.9,457,9,6.5,1,88.8,3.3,155,302,30,2,0,0,2,4,122,17,12.2,
2025,Cole Bishop,23,BUF,S,17,17,3,43,26,60.5,355,13.7,8.3,1,65.6,11.4,247,108,19,2,0,0,2,4,85,6,6.6,
2025,Cody Barton,29,TEN,LB,17,17,3,54,30,55.6,303,10.1,5.6,3,67.1,5.8,160,143,33,2,0,0,1,3,81,7,8,
2025,Amani Hooker,27,TEN,S,16,16,0,61,41,67.2,698,17,11.4,7,144,11.5,439,259,9,2,0,1,1,3,81,8,9,
2025,Tyler Nubin,24,NYG,S,13,11,0,37,27,73,295,10.9,8,4,132.2,4.1,98,197,20,2,0,1,0,2,78,8,9.3,
2025,Cody Simon,23,ARI,LB,16,9,0,41,28,68.3,259,9.3,6.3,1,93.4,4.9,79,180,17,2,0,0,0.5,3,76,13,14.6,
2025,Divine Deablo,27,ATL,LB,13,13,0,33,24,72.7,212,8.8,6.4,0,89.5,5.2,89,123,22,2,0,0,1,4,73,5,6.4,
2025,Logan Wilson,29,2TM,LB,15,8,0,50,41,82,416,10.1,8.3,4,128,4.2,117,299,12,2,0,1,0,2,70,8,10.3,
2025,Reddy Steward,24,DAL,CB,17,5,0,45,36,80,352,9.8,7.8,0,99.3,5.9,144,208,18,2,0,0,1.5,4,63,6,8.7,
2025,Noah Sewell,23,CHI,LB,13,9,0,35,29,82.9,274,9.4,7.8,3,127.9,4.6,108,166,15,2,0,0,0,2,59,9,13.2,
2025,Ifeatu Melifonwu,26,MIA,S,16,8,1,28,24,85.7,272,11.3,9.7,3,128,7.4,157,115,20,2,0,0,1,3,53,6,10.2,
2025,Amik Robertson,27,DET,CB,17,10,1,104,70,67.3,947,13.5,9.1,8,117.7,11.9,653,294,4,2,0,0,0,2,52,12,18.8,
2025,Cameron Lewis,28,BUF,DB,17,4,0,41,24,58.5,231,9.6,5.6,1,82.5,6.2,118,113,7,2,0,0,0,2,43,4,8.5,
2025,Jason Pinnock,26,SFO,S,17,7,0,24,19,79.2,183,9.6,7.6,4,138,5.1,80,103,8,2,0,0,0,2,41,3,6.8,
2025,Malcolm Roach,27,DEN,DT,12,2,0,1,0,0,0,,0,0,39.6,3,0,0,0,2,0,0,4,7,41,4,8.9,
2025,Jamaree Caldwell,25,LAC,DT,17,5,0,0,0,,0,,,0,,,0,0,0,2,0,1,1,3,31,3,8.8,
2025,LaCale London,28,ATL,DL,13,5,0,0,0,,0,,,0,,,0,0,0,2,0,1,5,7,30,1,3.2,
2025,Marcus Harris,24,TEN,CB,14,5,0,31,15,48.4,235,15.7,7.6,0,74,9.7,143,92,4,2,0,0,0,2,28,0,0,
2025,Nate Hobbs,26,GNB,CB,11,5,0,29,19,65.5,219,11.5,7.6,2,111.1,12.3,175,44,2,2,0,0,0,2,27,3,10,
2025,Billy Bowman,22,ATL,DB,6,1,1,27,18,66.7,219,12.2,8.1,0,76,7,83,136,11,2,0,0,1.5,4,26,7,21.2,
2025,Marlowe Wax,23,LAC,LB,17,0,0,2,1,50,37,37,18.5,0,95.8,7,20,17,1,2,0,0,0,2,21,1,4.5,
2025,CJ West,23,SFO,DT,14,0,0,1,1,100,4,4,4,0,83.3,-4,-4,8,1,2,0,0,1,3,21,0,0,
2025,Jerry Tillery,29,KAN,DL,17,3,0,0,0,,0,,,0,,,0,0,0,2,0,0,1.5,4,20,4,16.7,
2025,Eric Johnson,27,IND,DT,12,0,0,1,1,100,-6,-6,-6,0,79.2,-8,-8,2,0,2,0,0,0,2,6,0,0,
2025,Andre Jones,27,BUF,DE,3,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,0,1,5,0,0,
2025,Omarr Norman-Lott,23,KAN,DT,5,1,0,0,0,,0,,,0,,,0,0,0,2,0,0,1,3,5,0,0,
2025,Boogie Basham,28,CAR,OLB,3,0,0,1,0,0,0,,0,0,39.6,-7,0,0,1,2,0,0,0,2,4,2,33.3,
2025,Mekhi Wingo,22,DET,DL,2,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,0,2,3,1,25,
2025,Durell Nchami,25,IND,DE,3,0,0,1,1,100,4,4,4,0,83.3,4,4,0,0,2,0,0,0,2,2,0,0,
2025,Ali Gaye,27,TEN,OLB,3,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,0,2,1,1,50,
2025,Bobby Okereke,29,NYG,LB,17,17,2,69,48,69.6,450,9.4,6.5,2,84.8,3.4,143,307,26,1,0,0,1,2,143,7,4.7,
2025,Germaine Pratt,29,2TM,LB,16,16,1,63,40,63.5,458,11.5,7.3,3,94.5,6.4,236,222,51,1,0,1,0,1,126,9,6.7,
