Year,Name,Team,Conference,Class,Height,Position,Games,SS,AS,SY,TS,SPG
2020,Jacoby Windmon,UNLV,Mountain West,So.,,LB,6,4,2,40,5,0.83
2020,Kameron Butler,Miami OH,MAC,Jr.,,DL,3,2,1,13,2.5,0.83
2020,Patrick Jones II,Pittsburgh,ACC,Sr.,,DL,11,6,6,85,9,0.82
2020,Nik Bonitto,Oklahoma,Big 12,So.,,LB,10,6,4,44,8,0.8
2020,Jaelan Phillips,Miami FL,ACC,Jr.,,DL,10,6,4,38,8,0.8
2020,Nate Landman,Colorado,Pac-12,Sr.,,LB,5,4,0,10,4,0.8
2020,Mosiah Nasili-Kite,Maryland,Big Ten,So.,,DL,5,3,2,19,4,0.8
2020,Caleb Johnson,UCLA,Pac-12,Jr.,,LB,7,5,1,33,5.5,0.79
2020,Durrell Johnson,Liberty,FBS Independent,Jr.,,DE,11,7,3,68,8.5,0.77
2020,Isaiah Thomas,Oklahoma,Big 12,Jr.,,DL,11,6,5,60,8.5,0.77
2020,Kingsley Enagbare,South Carolina,SEC,Jr.,,DL,8,6,0,40,6,0.75
2020,Viliami Fehoko,San Jose St.,Mountain West,So.,,DL,8,6,0,47,6,0.75
2020,Micah McFadden,Indiana,Big Ten,Jr.,,LB,8,6,0,31,6,0.75
2020,Charles Snowden,Virginia,ACC,Sr.,,LB,8,6,0,51,6,0.75
2020,Kevin Atkins,Fresno St.,Mountain West,Sr.,,DL,6,4,1,27,4.5,0.75
2020,Troy Brown,Central Mich.,MAC,Jr.,,LB,6,4,1,39,4.5,0.75
2020,Boye Mafe,Minnesota,Big Ten,Jr.,,DL,6,4,1,35,4.5,0.75
2020,David Perales,Fresno St.,Mountain West,Jr.,,DL,6,4,1,17,4.5,0.75
2020,Turan Rush,Eastern Mich.,MAC,Sr.,,DL,6,4,1,20,4.5,0.75
2020,Brandon Coleman,Kent St.,MAC,Fr.,,LB,4,3,0,28,3,0.75
2020,Cameron Goode,California,Pac-12,Sr.,,LB,4,2,2,12,3,0.75
2020,Chris Rumph II,Duke,ACC,Jr.,,DL,11,6,4,54,8,0.73
2020,Carlos Basham,Jr.,Wake Forest,ACC,Sr.,,DL,7,5,0,39,5,0.71
2020,Tarron Jackson,Coastal Carolina,Sun Belt,Sr.,,DE,12,7,3,50,8.5,0.71
2020,Myjai Sanders,Cincinnati,The American,Jr.,,DL,10,6,2,47,7,0.7
2020,Dayo Odeyingbo,Vanderbilt,SEC,Sr.,,DL,8,5,1,40,5.5,0.69
2020,Chauncey Golston,Iowa,Big Ten,Sr.,,DL,8,4,3,47,5.5,0.69
2020,Daviyon Nixon,Iowa,Big Ten,Jr.,,DL,8,4,3,31,5.5,0.69
2020,Victor Dimukeje,Duke,ACC,Sr.,,DL,11,5,5,54,7.5,0.68
2020,Christian Barmore,Alabama,SEC,So.,,DL,12,8,0,42,8,0.67
2020,Trajan Jeffcoat,Missouri,SEC,So.,,DL,9,6,0,32,6,0.67
2020,Shaka Toney,Penn St.,Big Ten,Sr.,,DL,9,6,0,34,6,0.67
2020,Jaylen Joyner,Fla. Atlantic,CUSA,So.,,DL,9,5,2,27,6,0.67
2020,Hardrick Willis,Georgia St.,Sun Belt,Jr.,,DL,9,4,4,36,6,0.67
2020,Arnold Ebiketie,Temple,The American,Jr.,,DE,6,4,0,25,4,0.67
2020,Mandela Lawrence-Burke,Kent St.,MAC,Sr.,,LB,3,2,0,10,2,0.67
2020,Lonnie Phelps,Miami OH,MAC,So.,,DL,3,2,0,9,2,0.67
2020,Dominique Robinson,Miami OH,MAC,Sr.,,DL,3,2,0,15,2,0.67
2020,Adam Anderson,Georgia,SEC,Jr.,,LB,10,6,1,51,6.5,0.65
2020,Darius Hodge,Marshall,CUSA,Jr.,,DL,10,5,3,47,6.5,0.65
2020,Morris Joseph Jr.,Memphis,The American,Sr.,,DL,11,7,0,43,7,0.64
2020,Justin Rice,Arkansas St.,Sun Belt,Sr.,,LB,11,7,0,70,7,0.64
2020,Calvin Bundage,Oklahoma St.,Big 12,Sr.,,LB,11,6,2,48,7,0.64
2020,Owen Carney,Jr.,Illinois,Big Ten,Sr.,,DL,8,4,2,40,5,0.63
2020,Anthony Ekpe,Ball St.,MAC,Sr.,,LB,8,4,2,35,5,0.63
2020,Bobby Brown III,Texas A&M,SEC,Jr.,,DL,9,5,1,34,5.5,0.61
2020,Davon Strickland,FIU,CUSA,So.,,DL,5,3,0,20,3,0.6
2020,Mika Tafua,Utah,Pac-12,Jr.,,DL,5,3,0,21,3,0.6
2020,Mo Diallo,Central Mich.,MAC,Sr.,,DL,5,2,2,17,3,0.6
2020,Amare Barno,Virginia Tech,ACC,Sr.,,LB,11,6,1,43,6.5,0.59
2020,Daniel Joseph,NC State,ACC,Sr.,,DL,11,6,1,33,6.5,0.59
2020,Justus Reed,Virginia Tech,ACC,Sr.,,DL,11,5,3,48,6.5,0.59
2020,JaQuan Bailey,Iowa St.,Big 12,Sr.,,DE,12,6,2,55,7,0.58
2020,Tomon Fox,North Carolina,ACC,Sr.,,LB,12,6,2,42,7,0.58
2020,Adetokunbo Ogundeji,Notre Dame,ACC,Sr.,,DL,12,6,2,28,7,0.58
2020,Nick Figueroa,Southern California,Pac-12,Jr.,,DL,6,3,1,23,3.5,0.58
2020,Adam Plant Jr.,UNLV,Mountain West,So.,,LB,6,3,1,15,3.5,0.58
2020,Joey Noble,New Mexico,Mountain West,Sr.,,DL,7,4,0,37,4,0.57
2020,Osa Odighizuwa,UCLA,Pac-12,Sr.,,DL,7,3,2,25,4,0.57
2020,David Anenih,Houston,The American,Sr.,,DL,8,4,1,42,4.5,0.56
2020,Caden McDonald,San Diego St.,Mountain West,Jr.,,LB,8,4,1,33,4.5,0.56
2020,Dom Peterson,Nevada,Mountain West,Jr.,,DT,8,4,1,32,4.5,0.56
2020,Joseph Ossai,Texas,Big 12,Jr.,,LB,9,5,0,39,5,0.56
2020,Tyrus Wheat,Mississippi St.,SEC,Jr.,,LB,9,4,2,27,5,0.56
2020,Andre Anthony,LSU,SEC,Sr.,,DE,10,5,1,26,5.5,0.55
2020,Chazz Surratt,North Carolina,ACC,Sr.,,LB,11,6,0,51,6,0.55
2020,C.J Brewer,Coastal Carolina,Sun Belt,Sr.,,DT,12,5,3,32,6.5,0.54
2020,Jeffrey Gunter,Coastal Carolina,Sun Belt,Jr.,,DE,12,5,3,40,6.5,0.54
2020,Will Anderson Jr.,Alabama,SEC,Fr.,,LB,13,6,2,39,7,0.54
2020,DeAngelo Malone,Western Ky.,CUSA,Sr.,,DE,12,6,0,38,6,0.5
2020,Demetrius Taylor,App State,Sun Belt,Sr.,,DL,12,5,2,45,6,0.5
2020,TreShaun Clark,Liberty,FBS Independent,So.,,DE,11,4,3,34,5.5,0.5
2020,Jarrod Hewitt,Virginia Tech,ACC,Sr.,,DL,11,4,3,40,5.5,0.5
2020,Akheem Mesidor,West Virginia,Big 12,Fr.,,DL,10,5,0,33,5,0.5
2020,Darius Muasau,Hawaii,Mountain West,So.,,LB,9,4,1,15,4.5,0.5
2020,Jordan Smith,UAB,CUSA,Jr.,,LB,9,4,1,35,4.5,0.5
2020,Mohamed Toure,Rutgers,Big Ten,So.,,LB,9,4,1,21,4.5,0.5
2020,Zaven Collins,Tulsa,The American,Jr.,,LB,8,4,0,25,4,0.5
2020,Jerome Johnson,Indiana,Big Ten,Sr.,,DL,8,4,0,31,4,0.5
2020,Santrell Latham,Southern Miss.,CUSA,Jr.,,LB,8,4,0,27,4,0.5
2020,Eku Leota,Northwestern,Big Ten,So.,,DL,8,4,0,19,4,0.5
2020,Cameron Thomas,San Diego St.,Mountain West,So.,,DL,8,2,4,34,4,0.5
2020,George Wolo,Buffalo,MAC,Fr.,,DL,7,2,3,20,3.5,0.5
2020,Bubba Arslanian,Akron,MAC,Jr.,,LB,6,3,0,21,3,0.5
2020,Isaiah Bagnah,Boise St.,Mountain West,Fr.,,DE,6,3,0,19,3,0.5
2020,Nick Heninger,Utah St.,Mountain West,Sr.,,LB,6,3,0,27,3,0.5
2020,Ralph Holley,Western Mich.,MAC,Sr.,,DL,6,3,0,21,3,0.5
2020,Talanoa Hufanga,Southern California,Pac-12,Jr.,,S,6,3,0,19,3,0.5
2020,Mustafa Johnson,Colorado,Pac-12,Sr.,,DL,6,3,0,20,3,0.5
2020,Chad Muma,Wyoming,Mountain West,Jr.,,LB,6,3,0,25,3,0.5
2020,Julian Richardson,Akron,MAC,So.,,LB,6,3,0,17,3,0.5
2020,Thomas Schaffer,Stanford,Pac-12,Sr.,,DE,6,3,0,14,3,0.5
2020,Amir Siddiq,Central Mich.,MAC,Jr.,,DL,6,3,0,19,3,0.5
2020,AJ Vongphachanh,Utah St.,Mountain West,So.,,LB,6,3,0,19,3,0.5
2020,Marshawn Kneeland,Western Mich.,MAC,Fr.,,DL,5,2,1,22,2.5,0.5
2020,Dequan Jackson,Colorado St.,Mountain West,Jr.,,LB,4,2,0,8,2,0.5
2020,Durell Nchami,Maryland,Big Ten,Jr.,,LB,4,2,0,15,2,0.5
2020,JH Tevis,California,Pac-12,So.,,DL,4,2,0,10,2,0.5
2020,Zayin West,Kent St.,MAC,Jr.,,DL,4,2,0,7,2,0.5
2020,Manny Jones,Colorado St.,Mountain West,Sr.,,DL,4,1,2,17,2,0.5
2020,Brandon Hickerson-Rooks,Colorado St.,Mountain West,Jr.,,DL,3,1,1,14,1.5,0.5
2020,Ben Kimpler,Miami OH,MAC,Sr.,,DL,3,1,1,10,1.5,0.5
2020,Michael Matus,Arizona St.,Pac-12,So.,,DL,3,1,1,5,1.5,0.5
2020,Christopher Allen,Alabama,SEC,Jr.,,LB,13,6,0,33,6,0.46
2020,Cameron Sample,Tulane,The American,Sr.,,DL,11,5,0,46,5,0.45
2020,Jamar Watson,Kentucky,SEC,Sr.,,LB,11,4,2,32,5,0.45
2020,Trace Ford,Oklahoma St.,Big 12,So.,,DE,10,4,1,35,4.5,0.45
2020,Ferrod Gardner,Louisiana,Sun Belt,Sr.,,LB,10,4,1,34,4.5,0.45
2020,Deandre Johnson,Tennessee,SEC,Sr.,,LB,10,4,1,24,4.5,0.45
2020,Drew Wiley,Kansas St.,Big 12,Sr.,,DT,10,4,1,25,4.5,0.45
2020,Milton Williams,Louisiana Tech,CUSA,Jr.,,DL,10,4,1,32,4.5,0.45
2020,Max Roberts,Boston College,ACC,Jr.,,DL,10,3,3,48,4.5,0.45
2020,Quincy Roche,Miami FL,ACC,Sr.,,DL,10,3,3,28,4.5,0.45
2020,Jordan Domineck,Georgia Tech,ACC,Sr.,,LB,9,4,0,23,4,0.44
2020,Anthony Goodlow,Tulsa,The American,So.,,DL,9,4,0,20,4,0.44
2020,O'Bryon Goodson,Memphis,The American,Sr.,,DL,9,4,0,18,4,0.44
2020,Jaylon Haynes,UTSA,CUSA,Sr.,,DL,9,4,0,12,4,0.44
2020,Mike Tverdov,Rutgers,Big Ten,Sr.,,DL,9,4,0,21,4,0.44
2020,Sam Hammond,Nevada,Mountain West,Sr.,,DE,9,3,2,22,4,0.44
2020,Jonathon Cooper,Ohio St.,Big Ten,Sr.,,DL,8,3,1,29,3.5,0.44
2020,Tiawan Mullen,Indiana,Big Ten,So.,,DB,8,3,1,32,3.5,0.44
2020,Derek Parish,Houston,The American,Jr.,,DL,8,3,1,19,3.5,0.44
2020,Jonah Tavai,San Diego St.,Mountain West,Jr.,,DL,8,3,1,38,3.5,0.44
2020,Zach VanValkenburg,Iowa,Big Ten,Sr.,,DL,8,3,1,19,3.5,0.44
2020,Drew Beesley,Michigan St.,Big Ten,Sr.,,DL,7,3,0,25,3,0.43
2020,Eric Black,Buffalo,MAC,Jr.,,DL,7,3,0,22,3,0.43
2020,Leo Chenal,Wisconsin,Big Ten,So.,,LB,7,3,0,18,3,0.43
2020,Michael Fletcher,Michigan St.,Big Ten,Fr.,,DL,7,3,0,13,3,0.43
2020,Will Honas,Nebraska,Big Ten,Sr.,,LB,7,3,0,22,3,0.43
2020,Connor Mitchell,San Diego St.,Mountain West,Jr.,,DL,7,3,0,14,3,0.43
2020,Mo Osling III,UCLA,Pac-12,Jr.,,DB,7,3,0,18,3,0.43
2020,Kayvon Thibodeaux,Oregon,Pac-12,So.,,DE,7,3,0,25,3,0.43
2020,Tommy Togiai,Ohio St.,Big Ten,Jr.,,DL,7,3,0,13,3,0.43
2020,Max Michel,Buffalo,MAC,So.,,DE,7,1,4,11,3,0.43
2019,Chase Young,Ohio St.,Big Ten,Jr.,,DL,12,14,5,117,16.5,1.38
2019,Gregory Rousseau,Miami FL,ACC,Fr.,,DL,13,14,3,94,15.5,1.19
2019,Hamilcar Rashed Jr.,Oregon St.,Pac-12,Jr.,,LB,12,13,2,109,14,1.17
2019,Alex Highsmith,Charlotte,CUSA,Sr.,,DL,13,12,4,83,14,1.08
2019,Quincy Roche,Temple,The American,Jr.,,DL,13,12,2,85,13,1
2019,Curtis Weaver,Boise St.,Mountain West,Jr.,,DL,14,13,1,85,13.5,0.96
2019,James Lynch,Baylor,Big 12,Jr.,,DL,14,12,3,82,13.5,0.96
2019,Bradlee Anae,Utah,Pac-12,Sr.,,DL,14,12,2,91,13,0.93
2019,Patrick Nelson,SMU,The American,Sr.,,DB,13,11,2,85,12,0.92
2019,Kendall Futrell,East Carolina,The American,Sr.,,DL,12,11,0,68,11,0.92
2019,Oluwole Betiku Jr.,Illinois,Big Ten,Jr.,,DL,10,8,2,53,9,0.9
2019,Zack Baun,Wisconsin,Big Ten,Sr.,,LB,14,12,1,80,12.5,0.89
2019,A.J. Epenesa,Iowa,Big Ten,Jr.,,DL,13,10,3,67,11.5,0.88
2019,DeAngelo Malone,Western Ky.,CUSA,Jr.,,DL,13,10,3,97,11.5,0.88
2019,Carlos Basham,Jr.,Wake Forest,ACC,Jr.,,DL,13,9,4,47,11,0.85
2019,Tarron Jackson,Coastal Carolina,Sun Belt,Jr.,,DL,12,7,6,72,10,0.83
2019,Chris Orr,Wisconsin,Big Ten,Sr.,,LB,14,11,1,83,11.5,0.82
2019,Jessie Lemonier,Liberty,FBS Independent,Sr.,,DL,13,10,1,63,10.5,0.81
2019,Jaylen Twyman,Pittsburgh,ACC,So.,,DL,13,8,5,76,10.5,0.81
2019,Kenny Willekes,Michigan St.,Big Ten,Sr.,,DL,13,7,7,61,10.5,0.81
2019,Cameron Goode,California,Pac-12,Jr.,,LB,12,9,1,62,9.5,0.79
2019,Yetur Gross-Matos,Penn St.,Big Ten,Jr.,,DL,12,9,1,76,9.5,0.79
2019,Jonathan Greenard,Florida,SEC,Sr.,,LB,12,8,3,52,9.5,0.79
2019,Delontae Scott,SMU,The American,Sr.,,DL,13,9,2,74,10,0.77
2019,Dom Peterson,Nevada,Mountain West,So.,,DL,12,9,0,58,9,0.75
2019,Joe Gaziano,Northwestern,Big Ten,Sr.,,DL,12,8,2,56,9,0.75
2019,Markees Watts,Charlotte,CUSA,So.,,LB,13,8,3,48,9.5,0.73
2019,Khalil Davis,Nebraska,Big Ten,Sr.,,DL,11,7,2,44,8,0.73
2019,Jordan Smith,UAB,CUSA,So.,,LB,14,9,2,65,10,0.71
2019,Victor Dimukeje,Duke,ACC,Jr.,,DL,12,8,1,59,8.5,0.71
2019,Ladarius Hamilton,North Texas,CUSA,Sr.,,DL,12,8,1,63,8.5,0.71
2019,Malcolm Koonce,Buffalo,MAC,Jr.,,DL,13,8,2,43,9,0.69
2019,Kristopher Moll,UAB,CUSA,Jr.,,LB,13,7,4,60,9,0.69
2019,Trevis Gipson,Tulsa,The American,Sr.,,DL,12,8,0,52,8,0.67
2019,Casey Toohill,Stanford,Pac-12,Sr.,,LB,12,8,0,62,8,0.67
2019,Darrell Taylor,Tennessee,SEC,Sr.,,LB,13,8,1,47,8.5,0.65
2019,Calvin Taylor Jr.,Kentucky,SEC,Sr.,,DL,13,8,1,53,8.5,0.65
2019,Josh Uche,Michigan,Big Ten,Sr.,,LB,13,8,1,65,8.5,0.65
2019,William Bradley-King,Arkansas St.,Sun Belt,Jr.,,DL,13,7,3,48,8.5,0.65
2019,Patrick Jones II,Pittsburgh,ACC,Jr.,,DL,13,7,3,64,8.5,0.65
2019,Taylor Riggins,Buffalo,MAC,Jr.,,DL,13,6,5,46,8.5,0.65
2019,Kayvon Thibodeaux,Oregon,Pac-12,Fr.,,DL,14,8,2,56,9,0.64
2019,Marlon Davidson,Auburn,SEC,Sr.,,DL,12,7,1,41,7.5,0.63
2019,Brendon Hayes,UCF,The American,Sr.,,DL,12,7,1,42,7.5,0.63
2019,Terry Whittington,Southern Miss.,CUSA,Jr.,,LB,12,7,1,55,7.5,0.63
2019,Derrick Barnes,Purdue,Big Ten,Jr.,,DL,12,6,3,30,7.5,0.63
2019,George Karlaftis,Purdue,Big Ten,Fr.,,DL,12,6,3,57,7.5,0.63
2019,Ledarius Mack,Buffalo,MAC,Sr.,,DL,13,8,0,52,8,0.62
2019,Jacob Springer,Navy,The American,Jr.,,DB,13,8,0,51,8,0.62
2019,Joe Tryon,Washington,Pac-12,So.,,LB,13,8,0,59,8,0.62
2019,Anfernee Jennings,Alabama,SEC,Sr.,,LB,13,7,2,61,8,0.62
2019,Wyatt Hubert,Kansas St.,Big 12,So.,,DL,12,7,0,54,7,0.58
2019,Darius Stills,West Virginia,Big 12,Jr.,,DL,12,7,0,46,7,0.58
2019,Dante Stills,West Virginia,Big 12,So.,,DL,12,7,0,49,7,0.58
2019,Keandre Jones,Maryland,Big Ten,Jr.,,LB,12,6,2,52,7,0.58
2019,Larrell Murchison,NC State,ACC,Sr.,,DL,12,6,2,40,7,0.58
2019,Ivan Pace Jr.,Miami OH,MAC,Fr.,,LB,12,6,2,53,7,0.58
2019,Akileis Leroy,Fla. Atlantic,CUSA,Jr.,,LB,13,7,1,53,7.5,0.58
2019,Jordan Mack,Virginia,ACC,Sr.,,LB,13,6,3,48,7.5,0.58
2019,Joe Dillon,Louisiana,Sun Belt,Jr.,,LB,14,8,0,60,8,0.57
2019,Terrell Lewis,Alabama,SEC,Jr.,,LB,11,6,0,40,6,0.55
2019,Chris Rumph II,Duke,ACC,So.,,DL,12,6,1,30,6.5,0.54
2019,O'Rien Vance,Iowa St.,Big 12,So.,,LB,12,6,1,42,6.5,0.54
2019,Kobie Whiteside,Missouri,SEC,Jr.,,DL,12,6,1,51,6.5,0.54
2019,Solomon Byrd,Wyoming,Mountain West,Fr.,6-3,DL,12,5,3,44,6.5,0.54
2019,Ifeanyi Maijeh,Temple,The American,So.,,DL,12,5,3,53,6.5,0.54
2019,Kwity Paye,Michigan,Big Ten,Jr.,,DL,12,5,3,44,6.5,0.54
2019,Darius Hodge,Marshall,CUSA,So.,,DL,13,6,2,40,7,0.54
2019,Juwuan Jones,Western Ky.,CUSA,So.,,DL,13,6,2,46,7,0.54
2019,Sean Adesanya,Central Mich.,MAC,Sr.,,DL,14,7,0,48,7,0.5
2019,Demetrius Taylor,App State,Sun Belt,Jr.,,DL,14,6,2,74,7,0.5
2019,Noah Taylor,Virginia,ACC,So.,,LB,14,6,2,49,7,0.5
2019,K'Lavon Chaisson,LSU,SEC,So.,,LB,13,6,1,54,6.5,0.5
2019,Ali Fayad,Western Mich.,MAC,Jr.,,DL,13,6,1,47,6.5,0.5
2019,Kylan Johnson,Pittsburgh,ACC,Sr.,,LB,13,6,1,41,6.5,0.5
2019,Jalen Redmond,Oklahoma,Big 12,Fr.,,DL,13,6,1,50,6.5,0.5
2019,Shaka Toney,Penn St.,Big Ten,Jr.,,DL,13,6,1,45,6.5,0.5
2019,Jamar Watson,Kentucky,SEC,Jr.,,LB,13,6,1,59,6.5,0.5
2019,Tomon Fox,North Carolina,ACC,Jr.,,LB,13,5,3,35,6.5,0.5
2019,Jermayne Lole,Arizona St.,Pac-12,So.,,DL,13,5,3,46,6.5,0.5
2019,Chazz Surratt,North Carolina,ACC,Jr.,,LB,13,5,3,44,6.5,0.5
2019,Jacobi Hearn,New Mexico,Mountain West,Jr.,,LB,12,6,0,44,6,0.5
2019,Aaron Sterling,South Carolina,SEC,Jr.,,DL,12,6,0,34,6,0.5
2019,Javon Kinlaw,South Carolina,SEC,Sr.,,DL,12,5,2,30,6,0.5
2019,Marcus Webb,Troy,Sun Belt,Sr.,,DL,12,5,2,28,6,0.5
2019,Sam Williams,Ole Miss,SEC,Jr.,,LB,12,5,2,26,6,0.5
2019,Drake Jackson,Southern California,Pac-12,Fr.,,DL,11,4,3,44,5.5,0.5
2019,Louis Acceus,NC State,ACC,Jr.,,LB,9,4,1,36,4.5,0.5
2019,Mustafa Johnson,Colorado,Pac-12,Jr.,,DL,9,4,1,26,4.5,0.5
2019,Isaiah Simmons,Clemson,ACC,Jr.,,LB,15,7,0,46,7,0.47
2019,Devin Lloyd,Utah,Pac-12,So.,,LB,14,6,1,41,6.5,0.46
2019,Bryce Huff,Memphis,The American,Sr.,,LB,14,5,3,43,6.5,0.46
2019,Chase Hatada,Boise St.,Mountain West,Sr.,,DL,13,6,0,27,6,0.46
2019,LaQuan Johnson,Central Mich.,MAC,Fr.,,DL,13,6,0,60,6,0.46
2019,Will McDonald,Iowa St.,Big 12,Fr.,,LB,13,6,0,33,6,0.46
2019,Ronnie Perkins,Oklahoma,Big 12,So.,,DL,13,6,0,28,6,0.46
2019,Mosese Fifita,Air Force,Mountain West,Sr.,,DL,13,5,2,38,6,0.46
2019,Ellison Hubbard,Colorado St.,Mountain West,Jr.,,DL,12,5,1,51,5.5,0.46
2019,Benito Jones,Ole Miss,SEC,Sr.,,DL,12,5,1,19,5.5,0.46
2019,Terrance Lang,Colorado,Pac-12,So.,,DL,12,5,1,53,5.5,0.46
2019,Donald Louis Jr,ULM,Sun Belt,Sr.,,DL,12,5,1,32,5.5,0.46
2019,Alim McNeill,NC State,ACC,So.,,DL,12,5,1,34,5.5,0.46
2019,Jovan Swann,Stanford,Pac-12,Sr.,,DL,12,5,1,17,5.5,0.46
2019,Brandon Berry,Syracuse,ACC,Sr.,,DL,12,4,3,31,5.5,0.46
2019,Justin Madubuike,Texas A&M,SEC,Jr.,,DL,12,4,3,36,5.5,0.46
2019,Manny Jones,Colorado St.,Mountain West,Jr.,,DL,11,5,0,14,5,0.45
2019,Michael Pinckney,Miami FL,ACC,Sr.,,LB,11,5,0,21,5,0.45
2019,Jan-Phillip Bombek,Colorado St.,Mountain West,Sr.,,DL,11,4,2,31,5,0.45
2019,Kerry Starks,ULM,Sun Belt,Jr.,,DL,11,4,2,23,5,0.45
2019,Jamario Bell,Arkansas,SEC,Sr.,,DL,10,4,1,23,4.5,0.45
2019,Alexy Jean-Baptiste,FIU,CUSA,So.,,LB,10,2,5,31,4.5,0.45
2019,Davon Hamilton,Ohio St.,Big Ten,Sr.,,DL,14,6,0,45,6,0.43
2019,James Lockhart,Baylor,Big 12,Sr.,,DL,14,5,2,31,6,0.43
2019,Leighton McCarthy,Fla. Atlantic,CUSA,Jr.,,DL,14,5,2,41,6,0.43
2019,Garrett Marino,UAB,CUSA,Sr.,,DL,14,4,4,34,6,0.43
2019,Deslin Alexandre,Pittsburgh,ACC,So.,,DL,13,5,1,34,5.5,0.42
2019,Ryan Bowman,Washington,Pac-12,Jr.,,DL,13,5,1,43,5.5,0.42
2019,Phil Campbell,Pittsburgh,ACC,Jr.,,LB,13,5,1,39,5.5,0.42
2019,Chamarri Conner,Virginia Tech,ACC,So.,,DB,13,5,1,58,5.5,0.42
2019,Diego Fagot,Navy,The American,So.,,LB,13,5,1,29,5.5,0.42
2019,Demerick Gary,SMU,The American,Sr.,,DL,13,5,1,31,5.5,0.42
2019,Khalid Kareem,Notre Dame,FBS Independent,Sr.,,DL,13,5,1,33,5.5,0.42
2019,Dana Levine,Temple,The American,Sr.,,DL,13,5,1,27,5.5,0.42
2019,Theo Majette,Kent St.,MAC,Sr.,,DL,13,5,1,33,5.5,0.42
2019,Jeremiah Owusu-Koramoah,Notre Dame,FBS Independent,Jr.,,LB,13,5,1,34,5.5,0.42
2019,Michael Pitts,Cincinnati,The American,Jr.,,DL,13,5,1,39,5.5,0.42
2019,DQ Thomas,Southern Miss.,CUSA,Sr.,,DB,13,5,1,31,5.5,0.42
2019,Milton Williams,Louisiana Tech,CUSA,So.,,DL,13,5,1,31,5.5,0.42
2019,Jacques Turner,Southern Miss.,CUSA,Jr.,,DL,13,4,3,33,5.5,0.42
2019,Cameron Thomas,San Diego St.,Mountain West,Fr.,,DL,13,3,5,25,5.5,0.42
2019,Kevin Atkins,Fresno St.,Mountain West,Jr.,,DL,12,5,0,33,5,0.42
2019,Tipa Galeai,Utah St.,Mountain West,Sr.,,DL,12,5,0,30,5,0.42
2019,Jonathan Garvin,Miami FL,ACC,Jr.,,DL,12,5,0,40,5,0.42
2019,McTelvin Agim,Arkansas,SEC,Sr.,,DL,12,4,2,24,5,0.42
2019,David Anenih,Houston,The American,Jr.,,LB,12,4,2,27,5,0.42
2019,Baron Browning,Ohio St.,Big Ten,Jr.,,LB,12,4,2,25,5,0.42
2019,DeQuarius Henry,UTSA,CUSA,Jr.,,DL,12,4,2,34,5,0.42
2019,Eli Howard,Texas Tech,Big 12,Jr.,,DL,12,4,2,37,5,0.42
2019,Jamir Jones,Notre Dame,FBS Independent,Sr.,,LB,11,4,1,28,4.5,0.41
2019,Jayod Sanders,Liberty,FBS Independent,Jr.,,DL,11,4,1,26,4.5,0.41
2019,Hardrick Willis,Georgia St.,Sun Belt,So.,,DL,11,4,1,31,4.5,0.41
2019,Isaiah Chambers,Houston,The American,Jr.,,DL,10,3,2,23,4,0.4
2019,Kris Moncrief,Louisiana,Sun Belt,So.,,LB,14,5,1,30,5.5,0.39
2019,Jack Sanborn,Wisconsin,Big Ten,So.,,LB,14,5,1,30,5.5,0.39
2019,Kameron Butler,Miami OH,MAC,So.,,DL,14,4,3,34,5.5,0.39
2019,Nick Hampton,App State,Sun Belt,Fr.,,LB,14,4,3,30,5.5,0.39
2019,Azeez Ojulari,Georgia,SEC,Fr.,,LB,14,4,3,42,5.5,0.39
2019,Bravvion Roy,Baylor,Big 12,Sr.,,DL,14,4,3,29,5.5,0.39
2019,Nick Heninger,Utah St.,Mountain West,Jr.,,DL,13,5,0,28,5,0.38
2019,Monty Montgomery,Louisville,ACC,So.,5-10,LB,13,5,0,32,5,0.38
2019,Joseph Ossai,Texas,Big 12,So.,,LB,13,5,0,31,5,0.38
2019,Jayson Oweh,Penn St.,Big Ten,So.,,DL,13,5,0,40,5,0.38
2019,Jacub Panasiuk,Michigan St.,Big Ten,Jr.,,DL,13,5,0,32,5,0.38
2019,Micah Parsons,Penn St.,Big Ten,So.,,LB,13,5,0,44,5,0.38
2019,Sam Renner,Minnesota,Big Ten,Sr.,,DL,13,5,0,42,5,0.38
2019,Turan Rush,Eastern Mich.,MAC,Jr.,,DL,13,5,0,26,5,0.38
2019,Allen Stallings IV,Indiana,Big Ten,Sr.,,DL,13,5,0,25,5,0.38
2019,Myles Cheatum,San Diego St.,Mountain West,Sr.,,DL,13,4,2,36,5,0.38
2019,Tim Collins,Western Mich.,MAC,Sr.,,DL,13,4,2,29,5,0.38
2019,Jordan Glasgow,Michigan,Big Ten,Sr.,,DB,13,4,2,34,5,0.38
2019,Treshaun Hayward,Western Mich.,MAC,Jr.,,LB,13,4,2,36,5,0.38
2019,Jerome Johnson,Indiana,Big Ten,Jr.,,DL,13,4,2,46,5,0.38
2019,Amen Ogbongbemiga,Oklahoma St.,Big 12,Jr.,,LB,13,4,2,37,5,0.38
2019,Chauncey Rivers,Mississippi St.,SEC,Sr.,,DL,13,4,2,36,5,0.38
2019,Rayshard Ashby,Virginia Tech,ACC,Jr.,,LB,13,3,4,47,5,0.38
2019,Cory Durden,Florida St.,ACC,So.,,DL,13,3,4,28,5,0.38
