Year,Name,Team,Conference,Class,Height,Position,Games,SS,AS,SY,TS,SPG
2017,Rashaad Townes,App State,Sun Belt,Sr.,,LB,12,5,0,24,5,0.42
2017,Ronheen Bingham,Arkansas St.,Sun Belt,Jr.,,DL,12,4,2,32,5,0.42
2017,Doug Costin,Miami OH,MAC,So.,,DL,12,4,2,32,5,0.42
2017,Logan Hunt,Ga. Southern,Sun Belt,Jr.,,DL,12,4,2,19,5,0.42
2017,Joe Dillon,Louisiana,Sun Belt,So.,,DL,11,4,1,49,4.5,0.41
2017,Channing Hames,Marshall,CUSA,So.,,DL,11,4,1,28,4.5,0.41
2017,Cece Jefferson,Florida,SEC,Jr.,,DL,11,3,3,14,4.5,0.41
2016,Harold Landry,Boston College,ACC,Jr.,,DL,13,15,3,143,16.5,1.27
2016,Demarcus Walker,Florida St.,ACC,Sr.,,DL,13,15,2,118,16,1.23
2016,Hunter Dimick,Utah,Pac-12,Sr.,,DL,13,14,1,73,14.5,1.12
2016,Arden Key,LSU,SEC,So.,,LB,11,11,2,85,12,1.09
2016,Ja'Von Rolland-Jones,Arkansas St.,Sun Belt,Jr.,,DL,13,10,7,72,13.5,1.04
2016,Jaylon Ferguson,Louisiana Tech,CUSA,So.,,DL,14,13,3,89,14.5,1.04
2016,Derek Barnett,Tennessee,SEC,Jr.,,DL,13,13,0,93,13,1
2016,Ejuan Price,Pittsburgh,ACC,Sr.,,DL,13,12,2,92,13,1
2016,Randy Allen,South Alabama,Sun Belt,Sr.,,DL,13,12,1,96,12.5,0.96
2016,Chris Odom,Arkansas St.,Sun Belt,Sr.,,DL,13,11,3,102,12.5,0.96
2016,Takkarist McKinley,UCLA,Pac-12,Sr.,,DL,11,10,0,54,10,0.91
2016,Jordan Willis,Kansas St.,Big 12,Sr.,,DL,13,11,1,84,11.5,0.88
2016,Shaquem Griffin,UCF,The American,Jr.,,LB,13,10,3,70,11.5,0.88
2016,Taco Charlton,Michigan,Big Ten,Sr.,,DL,11,8,3,52,9.5,0.86
2016,Dorance Armstrong Jr.,Kansas,Big 12,So.,,DL,12,10,0,59,10,0.83
2016,Tarell Basham,Ohio,MAC,Sr.,,DL,14,10,3,71,11.5,0.82
2016,T.J. Watt,Wisconsin,Big Ten,Jr.,,LB,14,10,3,84,11.5,0.82
2016,Ryan Watson,Air Force,Mountain West,Sr.,,LB,11,9,0,57,9,0.82
2016,Bradley Chubb,NC State,ACC,Jr.,,DL,13,10,1,59,10.5,0.81
2016,Duke Ejiofor,Wake Forest,ACC,Jr.,,DL,13,9,3,93,10.5,0.81
2016,Trey Hendrickson,Fla. Atlantic,CUSA,Sr.,,DL,12,8,3,59,9.5,0.79
2016,Myles Garrett,Texas A&M,SEC,Jr.,,DL,11,8,1,59,8.5,0.77
2016,Ifeadi Odenigbo,Northwestern,Big Ten,Sr.,,DL,13,10,0,70,10,0.77
2016,Haason Reddick,Temple,The American,Sr.,,DL,14,10,1,66,10.5,0.75
2016,Jimmie Gilbert,Colorado,Pac-12,Sr.,,DL,14,9,3,105,10.5,0.75
2016,Koron Crump,Arizona St.,Pac-12,Jr.,,LB,12,9,0,68,9,0.75
2016,Carroll Phillips,Illinois,Big Ten,Sr.,,DL,12,9,0,58,9,0.75
2016,Charles Harris,Missouri,SEC,Jr.,,DL,12,8,2,51,9,0.75
2016,Ogbonnia Okoronkwo,Oklahoma,Big 12,Jr.,,LB,12,8,2,54,9,0.75
2016,Brian Burns,Florida St.,ACC,Fr.,,DL,13,8,3,57,9.5,0.73
2016,Anthony Winbush,Ball St.,MAC,Jr.,,DL,12,8,1,43,8.5,0.71
2016,Steven Taylor,Houston,The American,Sr.,,LB,12,7,3,65,8.5,0.71
2016,Carlos Watkins,Clemson,ACC,Sr.,,DL,15,10,1,58,10.5,0.7
2016,Jonathan Allen,Alabama,SEC,Sr.,,DL,15,8,5,82,10.5,0.7
2016,Pita Taumoepenu,Utah,Pac-12,Sr.,,DL,13,9,0,74,9,0.69
2016,Carl Lawson,Auburn,SEC,Jr.,,DL,13,8,2,62,9,0.69
2016,Joe Ostman,Central Mich.,MAC,Sr.,,DL,13,8,2,65,9,0.69
2016,Jesse Aniebonam,Maryland,Big Ten,Jr.,,DL,13,7,4,74,9,0.69
2016,Darius English,South Carolina,SEC,Sr.,,DL,13,7,4,70,9,0.69
2016,Terence Waugh,Kent St.,MAC,Sr.,,DL,12,8,0,58,8,0.67
2016,James Hearns,Louisville,ACC,Jr.,,DB,12,7,2,71,8,0.67
2016,Joe Jackson,Miami FL,ACC,Fr.,,DL,13,8,1,51,8.5,0.65
2016,David Moa,Boise St.,Mountain West,So.,,DL,13,7,3,48,8.5,0.65
2016,Pat O'Connor,Eastern Mich.,MAC,Sr.,,DL,13,7,3,51,8.5,0.65
2016,Dylan Bradley,Southern Miss.,CUSA,Sr.,,DL,13,6,5,56,8.5,0.65
2016,Marcell Frazier,Missouri,SEC,Jr.,,DL,12,7,1,61,7.5,0.63
2016,Aikeem Coleman,Idaho,Sun Belt,Jr.,,DL,13,8,0,45,8,0.62
2016,Josh Carraway,TCU,Big 12,Sr.,,DL,13,7,2,53,8,0.62
2016,Tyquan Lewis,Ohio St.,Big Ten,Jr.,,DL,13,7,2,55,8,0.62
2016,Solomon Thomas,Stanford,Pac-12,Jr.,,DL,13,6,4,46,8,0.62
2016,Bright Ugwoegbu,Oregon St.,Pac-12,So.,,LB,9,5,1,20,5.5,0.61
2016,Tim Williams,Alabama,SEC,Sr.,,LB,15,7,4,97,9,0.6
2016,Ryan Anderson,Alabama,SEC,Sr.,,LB,15,6,6,68,9,0.6
2016,Da'Sean Downey,Massachusetts,FBS Independent,Jr.,,DL,10,6,0,38,6,0.6
2016,Troy Dye,Oregon,Pac-12,Fr.,,LB,11,6,1,39,6.5,0.59
2016,Marquis Haynes,Ole Miss,SEC,Jr.,,DL,12,7,0,53,7,0.58
2016,Isaiah Irving,San Jose St.,Mountain West,Sr.,,DL,12,7,0,48,7,0.58
2016,Antonious Sims,App State,Sun Belt,Sr.,,DL,12,7,0,40,7,0.58
2016,Nick Dawson-Brents,Western Ky.,CUSA,Sr.,,DL,12,5,4,47,7,0.58
2016,Josh Sweat,Florida St.,ACC,So.,,DL,12,5,4,39,7,0.58
2016,Blake Cashman,Minnesota,Big Ten,So.,,LB,13,7,1,36,7.5,0.58
2016,Rashad Dillard,Troy,Sun Belt,Sr.,,DL,13,7,1,54,7.5,0.58
2016,Patrick Gamble,Georgia Tech,ACC,Sr.,,DL,13,7,1,36,7.5,0.58
2016,Jaleel Johnson,Iowa,Big Ten,Sr.,,DL,13,7,1,50,7.5,0.58
2016,Marquel Lee,Wake Forest,ACC,Sr.,,LB,13,7,1,46,7.5,0.58
2016,Oshane Ximines,Old Dominion,CUSA,So.,,DL,13,7,1,47,7.5,0.58
2016,Alex Aukerman,Army West Point,FBS Independent,Jr.,,DB,13,6,3,45,7.5,0.58
2016,Ken Ekanem,Virginia Tech,ACC,Sr.,,DL,13,6,3,39,7.5,0.58
2016,Mat Boesen,TCU,Big 12,Jr.,,DL,11,5,2,43,6,0.55
2015,Carl Nassib,Penn St.,Big Ten,Sr.,,DL,13,15,1,107,15.5,1.19
2015,Trey Hendrickson,Fla. Atlantic,CUSA,Jr.,,DL,12,11,5,82,13.5,1.13
2015,Yannick Ngakoue,Maryland,Big Ten,Jr.,,DL,12,11,5,77,13.5,1.13
2015,Emmanuel Ogbah,Oklahoma St.,Big 12,Jr.,,DL,13,10,6,62,13,1
2015,Myles Garrett,Texas A&M,SEC,So.,,DL,13,12,1,71,12.5,0.96
2015,Jatavis Brown,Akron,,Sr.,,LB,13,10,4,90,12,0.92
2015,Terence Waugh,Kent St.,MAC,Jr.,,DL,10,7,4,54,9,0.9
2015,Ejuan Price,Pittsburgh,ACC,Sr.,,DL,13,10,3,89,11.5,0.88
2015,Devonte' Fields,Louisville,ACC,Jr.,,DL,13,10,2,73,11,0.85
2015,Antonio Longino,Arizona St.,Pac-12,Sr.,,LB,13,10,2,60,11,0.85
2015,Bronson Kaufusi,BYU,FBS Independent,Sr.,,DL,13,9,4,71,11,0.85
2015,Shaq Lawson,Clemson,ACC,Jr.,,DL,15,12,1,90,12.5,0.83
2015,JT Jones,Miami OH,MAC,Jr.,,DL,12,9,2,59,10,0.83
2015,Mike Rose,NC State,ACC,Sr.,,DL,13,10,1,56,10.5,0.81
2015,Deforest Buckner,Oregon,Pac-12,Sr.,,DL,13,9,3,74,10.5,0.81
2015,Demarcus Walker,Florida St.,ACC,Jr.,,DL,13,8,5,58,10.5,0.81
2015,Jonathan Allen,Alabama,SEC,Jr.,,DL,15,12,0,88,12,0.8
2015,Kevin Dodd,Clemson,ACC,Jr.,,DL,15,11,2,71,12,0.8
2015,Derek Barnett,Tennessee,SEC,So.,,DL,13,10,0,51,10,0.77
2015,Ian Seau,Nevada,Mountain West,Sr.,,DL,13,10,0,82,10,0.77
2015,Marquis Haynes,Ole Miss,SEC,So.,,DL,13,9,2,76,10,0.77
2015,Shilique Calhoun,Michigan St.,Big Ten,Sr.,,DL,14,9,3,74,10.5,0.75
2015,Ejiro Ederaine,Fresno St.,Mountain West,Sr.,,LB,12,8,2,60,9,0.75
2015,Nick Mangieri,Indiana,Big Ten,Sr.,,DL,13,9,1,38,9.5,0.73
2015,Joe Schobert,Wisconsin,Big Ten,Sr.,,LB,13,9,1,78,9.5,0.73
2015,Jordan Willis,Kansas St.,Big 12,Jr.,,DL,13,9,1,48,9.5,0.73
2015,Steven Taylor,Houston,The American,Jr.,,LB,14,9,2,77,10,0.71
2015,Jason Neill,UTSA,CUSA,Sr.,,DL,12,8,1,39,8.5,0.71
2015,Dale Pierson,Iowa St.,Big 12,Sr.,,DL,12,8,1,54,8.5,0.71
2015,Trevon Young,Louisville,ACC,Sr.,,DL,12,8,1,67,8.5,0.71
2015,Tim Williams,Alabama,SEC,Jr.,,LB,15,9,3,78,10.5,0.7
2015,Gary Thompson,Marshall,CUSA,Jr.,,DL,13,9,0,64,9,0.69
2015,Josh Carraway,TCU,Big 12,Jr.,,DL,13,8,2,41,9,0.69
2015,Deonte Gibson,Northwestern,Big Ten,Sr.,,DL,13,8,2,50,9,0.69
2015,Ja'Von Rolland-Jones,Arkansas St.,Sun Belt,So.,,DL,13,7,4,61,9,0.69
2015,Calvin Munson,San Diego St.,Mountain West,Jr.,,LB,14,7,5,75,9.5,0.68
2015,Dawuane Smoot,Illinois,Big Ten,Jr.,,DL,12,7,2,64,8,0.67
2015,Lewis Neal,LSU,SEC,Jr.,,DL,12,6,4,50,8,0.67
2015,Noble Nwachukwu,West Virginia,Big 12,Jr.,,DL,13,8,1,46,8.5,0.65
2015,Tyler Roberts,Troy,Sun Belt,Sr.,,DL,11,6,2,32,7,0.64
2015,Folorunso Fatukasi,UConn,The American,So.,,DL,12,7,1,26,7.5,0.63
2015,Michael Wakefield,FIU,CUSA,Sr.,,DL,12,7,1,41,7.5,0.63
2015,Micah Kiser,Virginia,ACC,So.,,LB,12,6,3,48,7.5,0.63
2015,Montese Overton,East Carolina,The American,Sr.,,LB,12,6,3,60,7.5,0.63
2015,Romeo Okwara,Notre Dame,FBS Independent,Sr.,,DL,13,8,0,54,8,0.62
2015,Vince Biegel,Wisconsin,Big Ten,Jr.,,LB,13,7,2,64,8,0.62
2015,Travis Feeney,Washington,Pac-12,Sr.,,LB,13,7,2,32,8,0.62
2015,Tyquan Lewis,Ohio St.,Big Ten,So.,,DL,13,7,2,47,8,0.62
2015,Deatrich Wise Jr.,Arkansas,SEC,Jr.,,DL,13,7,2,43,8,0.62
2015,Peter Jinkens,Texas,Big 12,Sr.,,LB,11,6,1,38,6.5,0.59
2015,Bryson Albright,Miami OH,MAC,Sr.,,DL,12,7,0,47,7,0.58
2015,Walter Brady,Missouri,SEC,Fr.,,DL,12,7,0,41,7,0.58
2015,Charles Harris,Missouri,SEC,So.,,DL,12,7,0,51,7,0.58
2015,Ron Thompson,Syracuse,ACC,Jr.,,DL,12,7,0,63,7,0.58
2015,Dominique Tovell,Louisiana,Sun Belt,Sr.,,LB,12,7,0,32,7,0.58
2015,Eddie Yarbrough,Wyoming,Mountain West,Sr.,,DL,12,7,0,41,7,0.58
2015,Rashad Dillard,Troy,Sun Belt,Jr.,,DL,12,6,2,44,7,0.58
2015,Mike Moore,Virginia,ACC,Sr.,,DL,12,5,4,48,7,0.58
2015,Will Anthony,Navy,The American,Sr.,,DL,13,7,1,58,7.5,0.58
2015,Ronad Blair,App State,Sun Belt,Sr.,,DL,13,7,1,63,7.5,0.58
2015,Eric Striker,Oklahoma,Big 12,Sr.,,LB,13,6,3,53,7.5,0.58
2014,Nate Orchard,Utah,Pac-12,Sr.,,DL,13,17,3,118,18.5,1.42
2014,Hau'Oli Kikana,Washington,Pac-12,Sr.,,LB,14,18,2,130,19,1.36
2014,Shane Ray,Missouri,SEC,Jr.,,DL,14,12,5,94,14.5,1.04
2014,Scooby Wright III,Arizona,Pac-12,So.,,LB,14,14,0,71,14,1
2014,Pete Robertson,Texas Tech,Big 12,Jr.,,LB,12,12,0,67,12,1
2014,Myles Garrett,Texas A&M,SEC,---,12,10,3,67,11.5,0.96
2014,Zach Patt,Rice,CUSA,Sr.,,DL,10,9,1,64,9.5,0.95
2014,Vic Beasley,Clemson,ACC,Sr.,,DL,13,12,0,95,12,0.92
2014,Hunter Dimick,Utah,Pac-12,So.,,DL,11,8,4,57,10,0.91
2014,Joey Bosa,Ohio St.,Big Ten,So.,,DL,15,12,3,96,13.5,0.9
2014,Andrew Hudson,Washington,Pac-12,Sr.,,DL,14,12,1,68,12.5,0.89
2014,Christian Ringo,Louisiana,Sun Belt,Sr.,,DL,13,11,1,89,11.5,0.88
2014,Kamalei Correa,Boise St.,Mountain West,So.,,DL,14,11,2,60,12,0.86
2014,Ja'Von Rolland-Jones,Arkansas St.,Sun Belt,Fr.,,DB,10,8,1,44,8.5,0.85
2014,Curt Maggitt,Tennessee,SEC,Jr.,,DL,13,11,0,56,11,0.85
2014,Shawn Oakman,Baylor,Big 12,Jr.,,DL,13,11,0,73,11,0.85
2014,Emmanuel Ogbah,Oklahoma St.,Big 12,So.,,DL,13,11,0,78,11,0.85
2014,Diaheem Watkins,UAB,CUSA,Sr.,,DL,12,10,0,69,10,0.83
2014,Andre Monroe,Maryland,Big Ten,Sr.,,DL,13,10,1,76,10.5,0.81
2014,Marcus Hardison,Arizona St.,Pac-12,Sr.,,DL,13,10,0,67,10,0.77
2014,Derek Barnett,Tennessee,SEC,Fr.,,DL,13,9,2,52,10,0.77
2014,Markus Golden,Missouri,SEC,Sr.,,DL,13,8,4,66,10,0.77
2014,Michael Odiari,Texas St.,Sun Belt,Sr.,,DL,12,8,2,43,9,0.75
2014,Max Valles,Virginia,ACC,So.,,DL,12,8,2,46,9,0.75
2014,Ken Ekanem,Virginia Tech,ACC,So.,,DL,13,7,5,72,9.5,0.73
2014,Houston Bates,Louisiana Tech,CUSA,Sr.,,DL,14,8,4,79,10,0.71
2014,Dante Fowler,Jr.,Florida,SEC,Jr.,,DL,12,8,1,64,8.5,0.71
2014,Deon Hollins,UCLA,Pac-12,So.,,LB,13,9,0,39,9,0.69
2014,Terrell Hartsfield,Cincinnati,The American,Sr.,,DL,13,8,2,58,9,0.69
2014,Sheldon Rankins,Louisville,ACC,Jr.,,DL,13,8,2,60,9,0.69
2014,Preston Smith,Mississippi St.,SEC,Sr.,,DL,13,8,2,60,9,0.69
2014,Dadi Nicolas,Virginia Tech,ACC,Sr.,,DL,13,7,4,74,9,0.69
2014,Eric Striker,Oklahoma,Big 12,Jr.,,LB,13,7,4,48,9,0.69
2014,Henry Coley,Virginia,ACC,Sr.,,LB,12,7,2,43,8,0.67
2014,Michael Wakefield,FIU,CUSA,Jr.,,DL,12,7,2,54,8,0.67
2014,Michael Johnson,ULM,Sun Belt,Jr.,,LB,12,5,6,50,8,0.67
2014,Ian Seau,Nevada,Mountain West,Jr.,,DL,13,8,1,34,8.5,0.65
2014,Henry Anderson,Stanford,Pac-12,Sr.,,DL,13,7,3,55,8.5,0.65
2014,Derek Landisch,Wisconsin,Big Ten,Sr.,,LB,14,9,0,83,9,0.64
2014,B.J. Larsen,Utah St.,Mountain West,Sr.,,DL,14,9,0,75,9,0.64
2014,Xzavier Dickson,Alabama,SEC,Sr.,,LB,14,8,2,49,9,0.64
2014,Danny Shelton,Washington,Pac-12,Sr.,,DL,14,8,2,33,9,0.64
2014,Zach Vigil,Utah St.,Mountain West,Sr.,,LB,14,8,2,62,9,0.64
2014,Bronson Kaufusi,BYU,FBS Independent,Jr.,,LB,11,7,0,52,7,0.64
2014,Randy Gregory,Nebraska,Big Ten,Jr.,,DL,11,6,2,67,7,0.64
2014,J.R. Tavai,Southern California,Pac-12,Sr.,,LB,11,6,2,51,7,0.64
2014,Praise Martin-Oguike,Temple,The American,Jr.,,DL,12,7,1,48,7.5,0.63
2014,Alvin Dupree,Kentucky,SEC,Sr.,,DL,12,6,3,44,7.5,0.63
2014,Pat O'Connor,Eastern Mich.,MAC,Jr.,,DL,12,6,3,63,7.5,0.63
2014,Derrick Alexander,Tulsa,The American,Jr.,,DL,12,5,5,58,7.5,0.63
2014,Arnold Blackmon,Marshall,CUSA,Sr.,,DL,13,8,0,39,8,0.62
2014,Anthony Zettel,Penn St.,Big Ten,Jr.,,DL,13,8,0,46,8,0.62
2014,Shilique Calhoun,Michigan St.,Big Ten,Sr.,,DL,13,7,2,91,8,0.62
2014,Drew Ott,Iowa,Big Ten,Jr.,,DL,13,7,2,41,8,0.62
2014,Theo Rich,South Alabama,Sun Belt,Sr.,,DL,13,7,2,61,8,0.62
2014,Tyeler Davison,Fresno St.,Mountain West,Sr.,,DL,14,8,1,54,8.5,0.61
2014,Adam Redden,Buffalo,MAC,Sr.,,DB,11,6,1,57,6.5,0.59
2014,Michael Reynolds,Kansas,Big 12,Sr.,,DL,12,7,0,53,7,0.58
2014,Eli Harold,Virginia,ACC,Jr.,,DL,12,6,2,42,7,0.58
2014,Cameron Lynch,Syracuse,ACC,Sr.,,LB,12,6,2,37,7,0.58
2014,Marquis Haynes,Ole Miss,,Fr.,,DL,13,7,1,72,7.5,0.58
2014,Thomas Niles,UCF,The American,Jr.,,DL,13,7,1,59,7.5,0.58
2014,Brian Nordstrom,Rice,CUSA,Jr.,,DL,13,7,1,44,7.5,0.58
2014,Marcus Rush,Michigan St.,Big Ten,Sr.,,DL,13,6,3,60,7.5,0.58
2014,Kemoko Turay,Rutgers,Big Ten,Fr.,,DL,13,5,5,59,7.5,0.58
2014,Bryan Thomas,Bowling Green,MAC,Sr.,,DL,14,7,2,35,8,0.57
2014,Chad Polk,North Texas,CUSA,Jr.,,DL,10,4,3,27,5.5,0.55
2014,Quinton Bradley,Idaho,Sun Belt,Jr.,,DL,11,6,0,43,6,0.55
2014,Reshard Cliett,South Fla.,The American,Sr.,,LB,11,6,0,43,6,0.55
2014,Miles Pace,UCF,The American,Jr.,,DL,11,5,2,41,6,0.55
2013,Marcus Smith,Louisville,The American,Sr.,,DL,13,14,1,115,14.5,1.12
2013,Trent Murphy,Stanford,Pac-12,Sr.,,LB,14,14,2,119,15,1.07
2013,Vic Beasley,Clemson,ACC,Jr.,,DL,13,13,0,96,13,1
2013,Jackson Jeffcoat,Texas,Big 12,Sr.,,DL,13,13,0,75,13,1
2013,Hau'Oli Kikaha,Washington,Pac-12,---,,DE,13,12,2,82,13,1
2013,Jeremiah Attaochu,Georgia Tech,ACC,Sr.,,LB,13,12,1,86,12.5,0.96
2013,Martin Ifedi,Memphis,The American,Jr.,,DL,12,11,1,62,11.5,0.96
2013,Ryan Mueller,Kansas St.,Big 12,Jr.,,DL,13,11,1,66,11.5,0.88
2013,Kareem Martin,North Carolina,ACC,Sr.,,DL,13,10,3,85,11.5,0.88
2013,Dee Ford,Auburn,SEC,Sr.,,DL,12,10,1,96,10.5,0.88
2013,Demarcus Lawrence,Boise St.,Mountain West,Jr.,,DL,12,10,1,75,10.5,0.88
2013,Shaquil Barrett,Colorado St.,Mountain West,Sr.,,LB,14,11,2,77,12,0.86
2013,Aaron Donald,Pittsburgh,ACC,Sr.,,DL,13,11,0,84,11,0.85
2013,Michael Sam,Missouri,SEC,Sr.,,DL,14,11,1,71,11.5,0.82
2013,Randy Gregory,Nebraska,Big Ten,So.,,DL,13,10,1,69,10.5,0.81
2013,Khalil Mack,Buffalo,MAC,Sr.,,LB,13,9,3,79,10.5,0.81
2013,Kelcy Quarles,South Carolina,SEC,Jr.,,DL,12,9,1,91,9.5,0.79
2013,Anthony Barr,UCLA,Pac-12,Sr.,,LB,13,10,0,66,10,0.77
2013,Jay Bromley,Syracuse,ACC,Sr.,,DL,13,10,0,102,10,0.77
2013,Ejiro Ederaine,Fresno St.,Mountain West,So.,,LB,13,10,0,57,10,0.77
2013,Cedric Reed,Texas,Big 12,Jr.,,DL,13,9,2,61,10,0.77
2013,Jayrone Elliott,Toledo,MAC,Sr.,,DL,12,9,0,68,9,0.75
2013,Brock Hekking,Nevada,Mountain West,Jr.,,DL,12,9,0,68,9,0.75
2013,Nikita Whitlock,Wake Forest,ACC,Sr.,,DL,12,8,2,74,9,0.75
2013,Lorenzo Mauldin,Louisville,The American,Jr.,,DL,13,9,1,64,9.5,0.73
2013,Kasim Edebali,Boston College,ACC,Sr.,,DL,13,8,3,65,9.5,0.73
2013,Andre Monroe,Maryland,ACC,Jr.,,DL,13,8,3,58,9.5,0.73
2013,Silverberry Mouhon,Cincinnati,The American,So.,,DL,13,8,3,56,9.5,0.73
2013,Jacoby Hale,Utah,Pac-12,Jr.,,LB,9,6,1,51,6.5,0.72
2013,Xavius Boyd,Western Ky.,Sun Belt,Sr.,,LB,12,8,1,48,8.5,0.71
2013,Eli Harold,Virginia,ACC,So.,,DL,12,8,1,80,8.5,0.71
2013,Trevor Reilly,Utah,Pac-12,Sr.,,LB,12,7,3,58,8.5,0.71
2013,Chris Smith,Arkansas,SEC,Sr.,,DL,12,7,3,71,8.5,0.71
2013,Aaron Bellazin,North Texas,CUSA,Sr.,,DL,13,8,2,40,9,0.69
2013,Marcus Whitfield,Maryland,ACC,Sr.,,LB,13,8,2,90,9,0.69
2013,Kony Ealy,Missouri,SEC,Jr.,,DL,14,9,1,59,9.5,0.68
2013,Jonathan Newsome,Ball St.,MAC,Sr.,,DL,12,6,4,54,8,0.67
2013,Davon Coleman,Arizona St.,Pac-12,Sr.,,DL,13,7,3,43,8.5,0.65
2013,Nico Caponi,Akron,MAC,Sr.,,DL,10,6,1,31,6.5,0.65
2013,Devon Kennard,Southern California,Pac-12,Sr.,,DL,14,7,4,64,9,0.64
2013,Alvin Dupree,Kentucky,SEC,Jr.,,DL,11,5,4,48,7,0.64
2013,Cory Henry,Fla. Atlantic,CUSA,Sr.,,DL,12,7,1,43,7.5,0.63
2013,Alex Page,South Alabama,Sun Belt,Sr.,,DL,12,7,1,46,7.5,0.63
2013,Romelle Jones,South Alabama,Sun Belt,Sr.,,DL,12,6,3,63,7.5,0.63
2013,Cory James,Colorado St.,Mountain West,So.,,LB,13,8,0,58,8,0.62
2013,James Morris,Iowa,Big Ten,Sr.,,LB,13,8,0,47,8,0.62
2013,Noah Spence,Ohio St.,Big Ten,So.,,DL,13,6,4,67,8,0.62
2013,Carl Bradford,Arizona St.,Pac-12,Jr.,,LB,14,8,1,70,8.5,0.61
2013,Jordan Batiste,Tulane,CUSA,So.,,DB,12,5,4,43,7,0.58
2013,Theiren Cockran,Minnesota,Big Ten,So.,,DL,13,7,1,38,7.5,0.58
2013,Scott Crichton,Oregon St.,Pac-12,Jr.,,DL,13,7,1,48,7.5,0.58
2013,Norkeithus Otis,North Carolina,ACC,Jr.,,LB,13,7,1,66,7.5,0.58
2013,Stephon Tuitt,Notre Dame,FBS Independent,Jr.,,DL,13,7,1,56,7.5,0.58
2013,Tarell Basham,Ohio,MAC,Fr.,,DL,13,6,3,52,7.5,0.58
2013,Tony Washington,Oregon,Pac-12,Jr.,,DL,13,6,3,36,7.5,0.58
2013,Brett Bowers,New Mexico,Mountain West,Jr.,,DL,11,6,0,46,6,0.55
2013,Martin Wright,Fla. Atlantic,CUSA,Sr.,,DL,11,4,4,49,6,0.55
