YEAR,Player,Team,Conf,G,Rec,RecYds,YperR,RecTD,RecYperG,RusAtt,RusYds,YperA,RusTD,RusYperG,Plays,Yds,Avg,TD,Awards
2024,Bobby Golden,Akron,MAC,12,31,446,14.4,1,37.2,2,15,7.5,0,1.3,33,461,14,1,
2024,Sean Brown,Duke,ACC,13,41,445,10.9,2,34.2,2,1,0.5,0,0.1,43,446,10.4,2,
2024,Cameron Ross,James Madison,Sun Belt,13,37,443,12,3,34.1,4,56,14,0,4.3,41,499,12.2,3,
2024,Jimmy Horn Jr.,Colorado,Big 12,11,37,441,11.9,1,40.1,1,3,3,0,0.3,38,444,11.7,1,
2024,Jordan Napier,San Diego State,MWC,12,43,440,10.2,4,36.7,3,-5,-1.7,0,-0.4,46,435,9.5,4,
2024,Caleb Goodie,Colorado State,MWC,11,21,436,20.8,4,39.6,5,87,17.4,0,7.9,26,523,20.1,4,
2024,Otto Tia,Utah State,MWC,12,44,434,9.9,7,36.2,0,0,,0,0,44,434,9.9,7,
2024,Yannick Smith,East Carolina,American,13,25,434,17.4,3,33.4,2,4,2,0,0.3,27,438,16.2,3,
2024,Hal Presley,Baylor,Big 12,12,31,429,13.8,3,35.8,0,0,,0,0,31,429,13.8,3,
2024,Raphael Williams,Pitt,ACC,13,37,426,11.5,6,32.8,1,-3,-3,0,-0.2,38,423,11.1,6,
2024,Traylon Ray,West Virginia,Big 12,10,28,426,15.2,4,42.6,1,2,2,0,0.2,29,428,14.8,4,
2024,John Michael Gyllenborg,Wyoming,MWC,9,30,425,14.2,3,47.2,0,0,,0,0,30,425,14.2,3,
2024,KJ Duff,Rutgers,Big Ten,13,27,425,15.7,1,32.7,0,0,,0,0,27,425,15.7,1,
2024,Devin McCuin,UTSA,American,8,45,424,9.4,5,53,3,28,9.3,0,3.5,48,452,9.4,5,
2024,Jordan Hudson,SMU,ACC,14,39,422,10.8,5,30.1,1,8,8,0,0.6,40,430,10.8,5,
2024,Larry Simmons,Southern Mississippi,Sun Belt,12,27,421,15.6,1,35.1,2,-12,-6,0,-1,29,409,14.1,1,
2024,Mitchell Evans,Notre Dame,Ind,16,43,421,9.8,3,26.3,0,0,,0,0,43,421,9.8,3,
2024,Chris Dawn Jr.,Texas State,Sun Belt,13,37,418,11.3,6,32.2,0,0,,0,0,37,418,11.3,6,
2024,Jarius Mack,Charlotte,American,12,19,418,22,0,34.8,1,-4,-4,0,-0.3,20,414,20.7,0,
2024,Corri Milliner,UAB,American,11,24,416,17.3,3,37.8,0,0,,0,0,24,416,17.3,3,
2024,Randy Pittman Jr.,UCF,Big 12,12,32,416,13,2,34.7,0,0,,0,0,32,416,13,2,
2024,Omari Evans,Penn State,Big Ten,16,21,415,19.8,5,25.9,1,1,1,0,0.1,22,416,18.9,5,
2024,John Copenhaver,North Carolina,ACC,13,40,414,10.4,4,31.8,1,6,6,0,0.5,41,420,10.2,4,
2024,Shamir Hagans,Duke,ACC,13,47,413,8.8,3,31.8,0,0,,0,0,47,413,8.8,3,
2024,Anthony Sambucci,Western Michigan,MAC,11,34,412,12.1,3,37.5,0,0,,0,0,34,412,12.1,3,
2024,Jack Velling,Michigan State,Big Ten,12,36,411,11.4,1,34.3,0,0,,0,0,36,411,11.4,1,
2024,Jacob Gill,Iowa,Big Ten,13,35,411,11.7,2,31.6,5,13,2.6,0,1,40,424,10.6,2,
2024,Junior Sherrill,Vanderbilt,SEC,13,29,411,14.2,3,31.6,7,16,2.3,0,1.2,36,427,11.9,3,
2024,Keshaun Singleton,South Florida,American,12,26,408,15.7,3,34,0,0,,0,0,26,408,15.7,3,
2024,Devin Voisin,South Alabama,Sun Belt,13,34,407,12,0,31.3,0,0,,0,0,34,407,12,0,
2023,Rome Odunze,Washington,Pac-12,15,92,1640,17.8,13,109.3,2,37,18.5,1,2.5,94,1677,17.8,14,AA
2023,Malik Nabers,LSU,SEC,13,89,1569,17.6,14,120.7,1,1,1,0,0.1,90,1570,17.4,14,AA
2023,Ricky White,Nevada-Las Vegas,MWC,14,88,1483,16.9,8,105.9,1,1,1,0,0.1,89,1484,16.7,8,
2023,Malik Washington,Virginia,ACC,12,110,1426,13,9,118.8,3,7,2.3,0,0.6,113,1433,12.7,9,
2023,Tetairoa McMillan,Arizona,Pac-12,13,90,1402,15.6,10,107.8,1,3,3,0,0.2,91,1405,15.4,10,
2023,Troy Franklin,Oregon,Pac-12,13,81,1383,17.1,14,106.4,0,0,,0,0,81,1383,17.1,14,
2023,Caullin Lacy,South Alabama,Sun Belt,12,91,1316,14.5,7,109.7,0,0,,0,0,91,1316,14.5,7,
2023,Xavier Legette,South Carolina,SEC,12,71,1255,17.7,7,104.6,9,-9,-1,0,-0.8,80,1246,15.6,7,
2023,Luther Burden,Missouri,SEC,13,86,1212,14.1,9,93.2,7,31,4.4,0,2.4,93,1243,13.4,9,
2023,Marvin Harrison Jr.,Ohio State,Big Ten,12,67,1211,18.1,14,100.9,2,26,13,1,2.2,69,1237,17.9,15,"H-4,AA"
2023,Elijah Sarratt,James Madison,Sun Belt,13,82,1191,14.5,8,91.6,1,1,1,1,0.1,83,1192,14.4,9,
2023,Tez Johnson,Oregon,Pac-12,14,86,1182,13.7,10,84.4,0,0,,0,0,86,1182,13.7,10,
2023,Brian Thomas Jr.,LSU,SEC,13,68,1177,17.3,17,90.5,1,-6,-6,0,-0.5,69,1171,17,17,
2023,LaJohntay Wester,Florida Atlantic,American,12,108,1168,10.8,8,97.3,8,44,5.5,1,3.7,116,1212,10.4,9,
2023,Ja'lynn Polk,Washington,Pac-12,15,69,1159,16.8,9,77.3,4,32,8,1,2.1,73,1191,16.3,10,
2023,Joshua Cephus,UTSA,American,13,89,1151,12.9,10,88.5,1,-9,-9,0,-0.7,90,1142,12.7,10,
2023,Javon Baker,UCF,Big 12,13,52,1139,21.9,7,87.6,0,0,,0,0,52,1139,21.9,7,
2023,Tory Horton,Colorado State,MWC,12,96,1136,11.8,8,94.7,0,0,,0,0,96,1136,11.8,8,
2023,Kris Mitchell,Florida International,CUSA,12,64,1118,17.5,6,93.2,1,0,0,0,0,65,1118,17.2,6,
2023,Xavier Restrepo,Miami (FL),ACC,13,85,1092,12.8,6,84,0,0,,0,0,85,1092,12.8,6,
2023,Roc Taylor,Memphis,American,13,69,1083,15.7,4,83.3,2,2,1,0,0.2,71,1085,15.3,4,
2023,Jalen Royals,Utah State,MWC,13,71,1080,15.2,15,83.1,0,0,,0,0,71,1080,15.2,15,
2023,CJ Daniels,Liberty,CUSA,14,55,1067,19.4,10,76.2,0,0,,0,0,55,1067,19.4,10,
2023,Tahj Washington,USC,Pac-12,13,59,1062,18,8,81.7,1,10,10,0,0.8,60,1072,17.9,8,
2023,Isaiah Williams,Illinois,Big Ten,12,82,1055,12.9,5,87.9,12,38,3.2,0,3.2,94,1093,11.6,5,
2023,Reggie Brown,James Madison,Sun Belt,13,53,1054,19.9,9,81.1,0,0,,0,0,53,1054,19.9,9,
2023,Sean Atkins,South Florida,American,13,92,1054,11.5,7,81.1,6,52,8.7,0,4,98,1106,11.3,7,
2023,Kelly Akharaiyi,UTEP,CUSA,12,48,1033,21.5,7,86.1,1,7,7,0,0.6,49,1040,21.2,7,
2023,Sam Pinckney,Coastal Carolina,Sun Belt,13,72,1027,14.3,8,79,1,7,7,0,0.5,73,1034,14.2,8,
2023,Steven McBride,Hawaii,MWC,13,63,1024,16.3,9,78.8,0,0,,0,0,63,1024,16.3,9,
2023,Xavier Worthy,Texas,Big 12,14,75,1014,13.5,5,72.4,4,35,8.8,0,2.5,79,1049,13.3,5,
2023,Elic Ayomanor,Stanford,Pac-12,12,62,1013,16.3,6,84.4,0,0,,0,0,62,1013,16.3,6,
2023,Jay Maclin,North Texas,American,12,57,1004,17.6,11,83.7,0,0,,0,0,57,1004,17.6,11,
2023,Jabre Barber,Troy,Sun Belt,14,75,999,13.3,5,71.4,3,16,5.3,0,1.1,78,1015,13,5,
2023,Luke McCaffrey,Rice,American,13,71,992,14,13,76.3,15,117,7.8,0,9,86,1109,12.9,13,
2023,Brennan Presley,Oklahoma State,Big 12,14,101,991,9.8,6,70.8,11,41,3.7,2,2.9,112,1032,9.2,8,
2023,Tre Harris,Ole Miss,SEC,12,54,985,18.2,8,82.1,0,0,,0,0,54,985,18.2,8,
2023,Malachi Corley,Western Kentucky,CUSA,12,79,984,12.5,11,82,4,11,2.8,0,0.9,83,995,12,11,
2023,Jayden Higgins,Iowa State,Big 12,13,53,983,18.5,6,75.6,0,0,,0,0,53,983,18.5,6,
2023,Ricky Pearsall,Florida,SEC,12,65,965,14.8,4,80.4,3,62,20.7,2,5.2,68,1027,15.1,6,
2023,Drake Stoops,Oklahoma,Big 12,13,84,962,11.5,10,74,4,8,2,0,0.6,88,970,11,10,
2023,Khaleb Hood,Georgia Southern,Sun Belt,13,101,948,9.4,5,72.9,3,23,7.7,0,1.8,104,971,9.3,5,
2023,Terrell Vaughn,Utah State,MWC,13,89,933,10.5,11,71.8,4,3,0.8,0,0.2,93,936,10.1,11,
2023,Josh Kelly,Washington State,Pac-12,12,61,923,15.1,8,76.9,1,3,3,0,0.3,62,926,14.9,8,
2023,Xavier Weaver,Colorado,Pac-12,11,68,908,13.4,4,82.5,2,15,7.5,2,1.4,70,923,13.2,6,
2023,Kaedin Robinson,Appalachian State,Sun Belt,14,67,905,13.5,10,64.6,1,1,1,0,0.1,68,906,13.3,10,
2023,Demeer Blankumsee,Memphis,American,13,53,901,17,7,69.3,2,15,7.5,0,1.2,55,916,16.7,7,
2023,Kobe Hudson,UCF,Big 12,13,44,900,20.5,8,69.2,1,-8,-8,0,-0.6,45,892,19.8,8,
2023,Joey Hobert,Texas State,Sun Belt,11,76,895,11.8,8,81.4,1,-1,-1,0,-0.1,77,894,11.6,8,
2023,Rashod Owens,Oklahoma State,Big 12,14,63,895,14.2,5,63.9,0,0,,0,0,63,895,14.2,5,
2023,Jamaal Pritchett,South Alabama,Sun Belt,13,57,883,15.5,8,67.9,0,0,,0,0,57,883,15.5,8,
2023,Robert Lewis,Georgia State,Sun Belt,12,70,877,12.5,7,73.1,0,0,,0,0,70,877,12.5,7,
2023,Ashtyn Hawkins,Texas State,Sun Belt,13,55,874,15.9,3,67.2,1,-2,-2,0,-0.2,56,872,15.6,3,
2023,Eric McAlister,Boise State,MWC,9,47,873,18.6,5,97,0,0,,0,0,47,873,18.6,5,
2023,Jacolby George,Miami (FL),ACC,13,57,864,15.2,8,66.5,1,14,14,1,1.1,58,878,15.1,9,
2023,Lincoln Victor,Washington State,Pac-12,11,89,860,9.7,5,78.2,3,21,7,1,1.9,92,881,9.6,6,
2023,Jamari Thrash,Louisville,ACC,12,63,858,13.6,6,71.5,1,12,12,1,1,64,870,13.6,7,
2023,Tejhaun Palmer,UAB,American,12,47,858,18.3,7,71.5,0,0,,0,0,47,858,18.3,7,
2023,Jacob Cowing,Arizona,Pac-12,13,90,848,9.4,13,65.2,5,26,5.2,0,2,95,874,9.2,13,
2023,Adonai Mitchell,Texas,Big 12,14,55,845,15.4,11,60.4,2,1,0.5,0,0.1,57,846,14.8,11,
2023,Kyle Williams,Washington State,Pac-12,12,61,843,13.8,6,70.3,3,-10,-3.3,0,-0.8,64,833,13,6,
2023,Kevin Concepcion,North Carolina State,ACC,13,71,839,11.8,10,64.5,41,320,7.8,0,24.6,112,1159,10.3,10,
2023,Will Pauling,Wisconsin,Big Ten,13,74,837,11.3,6,64.4,1,11,11,0,0.8,75,848,11.3,6,
2023,Jordan Moore,Duke,ACC,13,62,835,13.5,8,64.2,4,2,0.5,0,0.2,66,837,12.7,8,
2023,Pofele Ashlock,Hawaii,MWC,13,83,832,10,9,64,0,0,,0,0,83,832,10,9,
2023,Daniel Jackson,Minnesota,Big Ten,13,59,831,14.1,8,63.9,1,-5,-5,0,-0.4,60,826,13.8,8,
2023,Dayton Wade,Ole Miss,SEC,13,55,830,15.1,4,63.8,7,25,3.6,0,1.9,62,855,13.8,4,
2023,Jaylin Noel,Iowa State,Big 12,12,66,820,12.4,7,68.3,1,-1,-1,0,-0.1,67,819,12.2,7,
2023,Sam Brown,Houston,Big 12,12,62,815,13.1,3,67.9,0,0,,0,0,62,815,13.1,3,
2023,Derwin Burgess Jr.,Georgia Southern,Sun Belt,13,74,813,11,6,62.5,0,0,,0,0,74,813,11,6,
2023,Malachi Fields,Virginia,ACC,12,58,811,14,5,67.6,1,-6,-6,0,-0.5,59,805,13.6,5,
2023,Squirrel White,Tennessee,SEC,13,67,803,12,2,61.8,2,13,6.5,0,1,69,816,11.8,2,
2023,Jermaine Burton,Alabama,SEC,13,39,798,20.5,8,61.4,0,0,,0,0,39,798,20.5,8,
2023,Nic Anderson,Oklahoma,Big 12,13,38,798,21,10,61.4,0,0,,0,0,38,798,21,10,
2023,Smoke Harris,Louisiana Tech,CUSA,12,83,796,9.6,4,66.3,9,1,0.1,0,0.1,92,797,8.7,4,
2023,Ainias Smith,Texas A&M,SEC,12,53,795,15,2,66.3,5,21,4.2,0,1.8,58,816,14.1,2,
2023,Anthony Simpson,Massachusetts,Ind,12,57,792,13.9,3,66,11,93,8.5,1,7.8,68,885,13,4,
2023,Brenden Rice,USC,Pac-12,12,45,791,17.6,12,65.9,0,0,,0,0,45,791,17.6,12,
2023,Jeshaun Jones,Maryland,Big Ten,13,56,790,14.1,4,60.8,1,-1,-1,0,-0.1,57,789,13.8,4,
2023,Roman Wilson,Michigan,Big Ten,15,48,789,16.4,12,52.6,1,10,10,0,0.7,49,799,16.3,12,
2023,Erik Brooks,Fresno State,MWC,13,60,788,13.1,5,60.6,0,0,,0,0,60,788,13.1,5,
2023,Lawrence Arnold,Kansas,Big 12,13,44,782,17.8,6,60.2,1,10,10,0,0.8,45,792,17.6,6,
2023,Noah Smith,Sam Houston,CUSA,12,79,782,9.9,6,65.2,27,102,3.8,2,8.5,106,884,8.3,8,
2023,Xzavier Henderson,Cincinnati,Big 12,12,58,782,13.5,3,65.2,0,0,,0,0,58,782,13.5,3,
2023,Cyrus Allen,Louisiana Tech,CUSA,11,46,778,16.9,4,70.7,2,-8,-4,0,-0.7,48,770,16,4,
2023,Dallin Holker,Colorado State,MWC,12,64,767,12,6,63.9,1,1,1,1,0.1,65,768,11.8,7,
2023,Andrew Armstrong,Arkansas,SEC,12,56,764,13.6,5,63.7,1,3,3,0,0.3,57,767,13.5,5,
2023,Kole Wilson,Texas State,Sun Belt,13,66,747,11.3,8,57.5,2,-7,-3.5,0,-0.5,68,740,10.9,8,
2023,Silas Bolden,Oregon State,Pac-12,13,54,746,13.8,5,57.4,9,84,9.3,2,6.5,63,830,13.2,7,
2023,Jordan Watkins,Ole Miss,SEC,13,53,741,14,3,57,1,-9,-9,0,-0.7,54,732,13.6,3,
2023,Jared Brown,Coastal Carolina,Sun Belt,12,58,740,12.8,4,61.7,15,252,16.8,1,21,73,992,13.6,5,
2023,Chris Lewis,Troy,Sun Belt,14,32,735,23,10,52.5,1,1,1,0,0.1,33,736,22.3,10,
2023,Jeremiah Hunter,California,Pac-12,13,63,731,11.6,7,56.2,0,0,,0,0,63,731,11.6,7,
2023,Nick Nash,San Jose State,MWC,13,48,728,15.2,8,56,1,0,0,0,0,49,728,14.9,8,
2023,Kamdyn Benjamin,Tulsa,American,12,47,727,15.5,6,60.6,1,8,8,0,0.7,48,735,15.3,6,
2023,Justus Ross-Simmons,Colorado State,MWC,12,45,724,16.1,3,60.3,0,0,,0,0,45,724,16.1,3,
2023,Tai Felton,Maryland,Big Ten,13,48,723,15.1,6,55.6,1,16,16,0,1.2,49,739,15.1,6,
2023,Bub Means,Pitt,ACC,12,41,721,17.6,6,60.1,0,0,,0,0,41,721,17.6,6,
2023,Travis Hunter,Colorado,Pac-12,9,57,721,12.6,5,80.1,0,0,,0,0,57,721,12.6,5,AA
2023,Anthony Gould,Oregon State,Pac-12,11,44,718,16.3,2,65.3,4,22,5.5,0,2,48,740,15.4,2,
2023,Cam Johnson,Northwestern,Big Ten,13,54,715,13.2,6,55,1,8,8,0,0.6,55,723,13.1,6,
2023,Brock Bowers,Georgia,SEC,10,56,714,12.8,6,71.4,6,28,4.7,1,2.8,62,742,12,7,AA
2023,Eric Singleton Jr.,Georgia Tech,ACC,12,48,714,14.9,6,59.5,1,9,9,0,0.8,49,723,14.8,6,
2023,Elijhah Badger,Arizona State,Pac-12,11,65,713,11,3,64.8,11,51,4.6,1,4.6,76,764,10.1,4,
2023,Chris Brazzell II,Tulane,American,13,44,711,16.2,5,54.7,0,0,,0,0,44,711,16.2,5,
2023,J.J. Jones,North Carolina,ACC,13,46,711,15.5,3,54.7,0,0,,0,0,46,711,15.5,3,
2023,Jalen Moss,Fresno State,MWC,13,55,706,12.8,6,54.3,0,0,,0,0,55,706,12.8,6,
2023,Corey Rucker,Arkansas State,Sun Belt,13,36,705,19.6,2,54.2,1,6,6,0,0.5,37,711,19.2,2,
2023,Bryce Kirtz,Northwestern,Big Ten,12,49,701,14.3,5,58.4,0,0,,0,0,49,701,14.3,5,
2023,Devontez Walker,North Carolina,ACC,8,41,699,17,7,87.4,3,23,7.7,0,2.9,44,722,16.4,7,
2023,Holden Willis,Middle Tennessee State,CUSA,11,46,697,15.2,5,63.4,0,0,,0,0,46,697,15.2,5,
2023,Jerjuan Newton,Toledo,MAC,14,52,696,13.4,9,49.7,1,2,2,0,0.1,53,698,13.2,9,
2023,Jalil Farooq,Oklahoma,Big 12,13,45,694,15.4,2,53.4,17,95,5.6,0,7.3,62,789,12.7,2,
2023,Kenneth Womack,Western Michigan,MAC,12,76,691,9.1,1,57.6,0,3,,0,0.3,76,694,9.1,1,
2023,Courtney Jackson,Arkansas State,Sun Belt,13,39,689,17.7,7,53,1,5,5,0,0.4,40,694,17.4,7,
2023,Will Sheppard,Vanderbilt,SEC,12,47,684,14.6,8,57,0,0,,0,0,47,684,14.6,8,
2023,Ja'Tavion Sanders,Texas,Big 12,14,45,682,15.2,2,48.7,1,12,12,0,0.9,46,694,15.1,2,
2023,Theo Wease,Missouri,SEC,13,49,682,13.9,6,52.5,0,0,,0,0,49,682,13.9,6,
2023,Gage Larvadain,Miami (OH),MAC,10,42,679,16.2,6,67.9,5,59,11.8,0,5.9,47,738,15.7,6,
2023,Ben Sinnott,Kansas State,Big 12,12,49,676,13.8,6,56.3,0,0,,0,0,49,676,13.8,6,
2023,Keandre Lambert-Smith,Penn State,Big Ten,13,53,673,12.7,4,51.8,2,0,0,0,0,55,673,12.2,4,
2023,Perry Carter,Jacksonville State,CUSA,13,38,672,17.7,4,51.7,6,40,6.7,0,3.1,44,712,16.2,4,
2023,Casey Washington,Illinois,Big Ten,12,49,670,13.7,4,55.8,0,0,,0,0,49,670,13.7,4,
2023,Isaiah Bond,Alabama,SEC,14,48,668,13.9,4,47.7,1,3,3,0,0.2,49,671,13.7,4,
2023,Da'Quan Felton,Virginia Tech,ACC,13,38,667,17.6,8,51.3,0,0,,0,0,38,667,17.6,8,
2023,Jalon Calhoun,Duke,ACC,13,50,666,13.3,4,51.2,1,3,3,0,0.2,51,669,13.1,4,
2023,Kaden Prather,Maryland,Big Ten,13,42,666,15.9,5,51.2,1,36,36,0,2.8,43,702,16.3,5,
2023,Junior Vandeross III,Toledo,MAC,14,47,664,14.1,4,47.4,3,38,12.7,0,2.7,50,702,14,4,
2023,Sam Wiglusz,Ohio,MAC,12,56,660,11.8,3,55,1,1,1,0,0.1,57,661,11.6,3,
2023,Keon Coleman,Florida State,ACC,12,50,658,13.2,11,54.8,1,2,2,0,0.2,51,660,12.9,11,
2023,Lideatrick Griffin,Mississippi State,SEC,12,50,658,13.2,4,54.8,17,74,4.4,1,6.2,67,732,10.9,5,
2023,Logan Loya,UCLA,Pac-12,13,59,655,11.1,5,50.4,0,0,,0,0,59,655,11.1,5,
2023,Jahmal Banks,Wake Forest,ACC,12,59,653,11.1,4,54.4,1,7,7,0,0.6,60,660,11,4,
2023,Colston Loveland,Michigan,Big Ten,15,45,649,14.4,4,43.3,0,0,,0,0,45,649,14.4,4,
2023,Amad Anderson Jr.,Temple,American,11,37,647,17.5,3,58.8,2,-6,-3,0,-0.5,39,641,16.4,3,
2023,Lewis Bond,Boston College,ACC,13,52,646,12.4,7,49.7,1,2,2,0,0.2,53,648,12.2,7,
2023,Donaven McCulley,Indiana,Big Ten,12,48,644,13.4,6,53.7,3,-1,-0.3,0,-0.1,51,643,12.6,6,
2023,Ramel Keyton,Tennessee,SEC,13,35,642,18.3,6,49.4,0,0,,0,0,35,642,18.3,6,
2023,Naiem Simmons,South Florida,American,13,39,637,16.3,5,49,0,0,,0,0,39,637,16.3,5,
2023,Dane Key,Kentucky,SEC,13,42,636,15.1,6,48.9,0,0,,0,0,42,636,15.1,6,
2023,Elijah Metcalf,Middle Tennessee State,CUSA,12,54,634,11.7,5,52.8,1,5,5,0,0.4,55,639,11.6,5,
2023,Deion Burks,Purdue,Big Ten,12,47,629,13.4,7,52.4,4,12,3,0,1,51,641,12.6,7,
2023,Micah Davis,Utah State,MWC,11,36,628,17.4,6,57.1,0,0,,0,0,36,628,17.4,6,
2023,Harold Fannin Jr.,Bowling Green,MAC,11,44,623,14.2,6,56.6,14,41,2.9,0,3.7,58,664,11.4,6,
2023,Monaray Baldwin,Baylor,Big 12,12,38,623,16.4,4,51.9,3,17,5.7,0,1.4,41,640,15.6,4,
2023,Chase Sowell,East Carolina,American,12,47,622,13.2,1,51.8,0,0,,0,0,47,622,13.2,1,
2023,Jakarius Caston,Southern Mississippi,Sun Belt,12,33,621,18.8,6,51.8,4,32,8,1,2.7,37,653,17.6,7,
2023,Jonathan Brady,New Mexico State,CUSA,15,39,621,15.9,4,41.4,9,35,3.9,1,2.3,48,656,13.7,5,
2023,Johnny Wilson,Florida State,ACC,10,41,617,15,2,61.7,0,0,,0,0,41,617,15,2,
2023,Miles Cross,Ohio,MAC,11,47,617,13.1,5,56.1,0,0,,0,0,47,617,13.1,5,
2023,Taylor Morin,Wake Forest,ACC,12,41,617,15,2,51.4,1,2,2,0,0.2,42,619,14.7,2,
2023,Tailique Williams,Georgia State,Sun Belt,13,49,615,12.6,6,47.3,1,-1,-1,0,-0.1,50,614,12.3,6,
2023,Dominic Lovett,Georgia,SEC,14,54,613,11.4,4,43.8,0,0,,0,0,54,613,11.4,4,
2023,Chrishon McCray,Kent State,MAC,9,41,610,14.9,4,67.8,4,22,5.5,0,2.4,45,632,14,4,
2023,Damien Alford,Syracuse,ACC,13,33,610,18.5,3,46.9,0,0,,0,0,33,610,18.5,3,
2023,Jacob De Jesus,Nevada-Las Vegas,MWC,14,60,606,10.1,2,43.3,11,46,4.2,1,3.3,71,652,9.2,3,
2023,Cornelius Johnson,Michigan,Big Ten,15,47,604,12.9,1,40.3,3,40,13.3,0,2.7,50,644,12.9,1,
2023,Dalen Cobb,Georgia Southern,Sun Belt,12,40,601,15,2,50.1,7,51,7.3,0,4.3,47,652,13.9,2,
2023,Lawrence Keys III,Tulane,American,10,33,599,18.2,7,59.9,4,25,6.3,0,2.5,37,624,16.9,7,
2023,J. Michael Sturdivant,UCLA,Pac-12,13,36,597,16.6,4,45.9,0,0,,0,0,36,597,16.6,4,
2023,Dalevon Campbell,Nevada,MWC,12,31,594,19.2,2,49.5,1,-1,-1,0,-0.1,32,593,18.5,2,
2023,Devaughn Vele,Utah,Pac-12,10,43,593,13.8,3,59.3,0,0,,0,0,43,593,13.8,3,
2023,Jahdae Walker,Texas A&M,SEC,13,35,590,16.9,2,45.4,0,0,,0,0,35,590,16.9,2,
2023,Trond Grizzell,California,Pac-12,13,39,590,15.1,5,45.4,0,0,,0,0,39,590,15.1,5,
2023,Tyrone Howell,Louisiana-Monroe,Sun Belt,12,49,590,12,7,49.2,0,0,,0,0,49,590,12,7,
2023,Phillip Brooks,Kansas State,Big 12,12,53,589,11.1,5,49.1,7,33,4.7,1,2.8,60,622,10.4,6,
2023,Quentin Skinner,Kansas,Big 12,13,29,587,20.2,2,45.2,2,8,4,0,0.6,31,595,19.2,2,
2023,Bryson Nesbit,North Carolina,ACC,12,41,585,14.3,5,48.8,0,0,,0,0,41,585,14.3,5,
2023,Justin Joly,Connecticut,Ind,12,56,578,10.3,2,48.2,0,0,,0,0,56,578,10.3,2,
2023,Joseph Manjack IV,Houston,Big 12,10,46,577,12.5,6,57.7,2,-3,-1.5,0,-0.3,48,574,12,6,
2023,Cade Stover,Ohio State,Big Ten,12,41,576,14,5,48,0,0,,0,0,41,576,14,5,
2023,Konata Mumpfield,Pitt,ACC,12,44,576,13.1,5,48,1,15,15,0,1.3,45,591,13.1,5,
2023,Montorie Foster,Michigan State,Big Ten,12,43,576,13.4,3,48,0,0,,0,0,43,576,13.4,3,
2023,Jasaiah Gathings,Akron,MAC,12,55,575,10.5,1,47.9,0,0,,0,0,55,575,10.5,1,
2023,Tykee Ogle-Kellogg,UTSA,American,13,33,575,17.4,7,44.2,0,0,,0,0,33,575,17.4,7,
2023,Chase Roberts,BYU,Big 12,12,42,573,13.6,5,47.8,2,12,6,0,1,44,585,13.3,5,
2023,Jeff Foreman,Arkansas State,Sun Belt,13,29,573,19.8,4,44.1,0,0,,0,0,29,573,19.8,4,
2023,Savion Williams,Texas Christian,Big 12,11,41,573,14,4,52.1,11,62,5.6,0,5.6,52,635,12.2,4,
2023,Trent Hudson,New Mexico State,CUSA,14,36,571,15.9,10,40.8,1,10,10,0,0.7,37,581,15.7,10,
2023,Ashton Jeanty,Boise State,MWC,12,43,569,13.2,5,47.4,220,1347,6.1,14,112.3,263,1916,7.3,19,
2023,Deshon Stoudemire,Troy,Sun Belt,14,43,569,13.2,1,40.6,0,0,,0,0,43,569,13.2,1,
2023,Jimmy Horn Jr.,Colorado,Pac-12,12,58,567,9.8,6,47.3,2,18,9,0,1.5,60,585,9.8,6,
2023,Christian Horn,Appalachian State,Sun Belt,14,36,566,15.7,6,40.4,0,0,,0,0,36,566,15.7,6,
2023,Colbie Young,Miami (FL),ACC,12,47,563,12,5,46.9,0,0,,0,0,47,563,12,5,
2023,Pat Bryant,Illinois,Big Ten,12,43,560,13,7,46.7,0,0,,0,0,43,560,13,7,
2023,Jalen McMillan,Washington,Pac-12,11,45,559,12.4,5,50.8,3,30,10,1,2.7,48,589,12.3,6,
2023,Kyren Lacy,LSU,SEC,13,30,558,18.6,7,42.9,0,0,,0,0,30,558,18.6,7,
2023,Braden Smith,Cincinnati,Big 12,12,43,557,13,4,46.4,2,0,0,0,0,45,557,12.4,4,
2023,Xavier White,Texas Tech,Big 12,13,39,556,14.3,1,42.8,4,3,0.8,0,0.2,43,559,13,1,
2023,Luke Grimm,Kansas,Big 12,13,33,555,16.8,6,42.7,1,-6,-6,0,-0.5,34,549,16.1,6,
2023,Cameron Ross,Connecticut,Ind,12,44,552,12.5,1,46,4,9,2.3,0,0.8,48,561,11.7,1,
2023,Drake Dabney,Baylor,Big 12,12,33,552,16.7,5,46,0,0,,0,0,33,552,16.7,5,
2023,Tayvion Robinson,Kentucky,SEC,13,41,552,13.5,4,42.5,2,12,6,0,0.9,43,564,13.1,4,
2023,Caleb Medford,New Mexico,MWC,12,30,551,18.4,2,45.9,0,0,,0,0,30,551,18.4,2,
2023,Jeremiah Ballard,UTEP,CUSA,12,34,551,16.2,1,45.9,0,0,,0,0,34,551,16.2,1,
2023,Devin McCuin,UTSA,American,12,42,546,13,3,45.5,1,10,10,0,0.8,43,556,12.9,3,
2023,Barion Brown,Kentucky,SEC,13,43,539,12.5,4,41.5,12,147,12.3,1,11.3,55,686,12.5,5,
2023,Leon Johnson III,Oklahoma State,Big 12,10,33,539,16.3,1,53.9,0,0,,0,0,33,539,16.3,1,
2023,Eugene Wilson III,Florida,SEC,10,61,538,8.8,6,53.8,6,55,9.2,0,5.5,67,593,8.9,6,
