YEAR,Player,Team,Conf,G,Rec,RecYds,YperR,RecTD,RecYperG,RusAtt,RusYds,YperA,RusTD,RusYperG,Plays,Yds,Avg,TD,Awards
2018,Bryan Edwards,South Carolina,SEC,13,55,846,15.4,7,65.1,0,0,,0,0,55,846,15.4,7,
2018,Tyron Johnson,Oklahoma State,Big 12,13,53,845,15.9,7,65,1,1,1,1,0.1,54,846,15.7,8,
2018,Xavier Ubosi,UAB,CUSA,14,35,837,23.9,8,59.8,0,0,,0,0,35,837,23.9,8,
2018,Jace Sternberger,Texas A&M,SEC,13,48,832,17.3,10,64,1,4,4,0,0.3,49,836,17.1,10,AA
2018,Emanuel Hall,Missouri,SEC,9,37,828,22.4,6,92,0,0,,0,0,37,828,22.4,6,
2018,A.J. Richardson,Boise State,MWC,13,54,825,15.3,8,63.5,0,0,,0,0,54,825,15.3,8,
2018,JD Spielman,Nebraska,Big Ten,10,66,818,12.4,8,81.8,7,24,3.4,0,2.4,73,842,11.5,8,
2018,Dezmon Patmon,Washington State,Pac-12,13,61,816,13.4,5,62.8,0,0,,0,0,61,816,13.4,5,
2018,Gabriel Davis,UCF,American,12,53,815,15.4,7,67.9,0,0,,0,0,53,815,15.4,7,
2018,T.J. Rahming,Duke,ACC,13,75,811,10.8,8,62.4,9,82,9.1,0,6.3,84,893,10.6,8,
2018,Jalen Guyton,North Texas,CUSA,13,54,805,14.9,6,61.9,0,0,,0,0,54,805,14.9,6,
2018,Ja'Deion High,Texas Tech,Big 12,12,62,804,13,4,67,0,0,,0,0,62,804,13,4,
2018,Damon Hazelton Jr.,Virginia Tech,ACC,13,51,802,15.7,8,61.7,1,4,4,0,0.3,52,806,15.5,8,
2018,Reggie Roberson Jr.,SMU,American,10,52,802,15.4,6,80.2,3,10,3.3,0,1,55,812,14.8,6,
2018,Jayden Reed,Western Michigan,MAC,13,56,797,14.2,8,61.3,1,-9,-9,0,-0.7,57,788,13.8,8,
2018,Olabisi Johnson,Colorado State,MWC,11,54,796,14.7,4,72.4,0,0,,0,0,54,796,14.7,4,
2018,Denzel Mims,Baylor,Big 12,12,55,794,14.4,8,66.2,0,0,,0,0,55,794,14.4,8,
2018,Kahlil Lewis,Cincinnati,American,13,56,782,14,9,60.2,1,11,11,1,0.8,57,793,13.9,10,
2018,Flynn Nagel,Northwestern,Big Ten,14,68,780,11.5,2,55.7,2,2,1,0,0.1,70,782,11.2,2,
2018,D'Wayne Eskridge,Western Michigan,MAC,11,38,776,20.4,3,70.5,0,0,,0,0,38,776,20.4,3,
2018,Jared Pinkney,Vanderbilt,SEC,13,50,774,15.5,7,59.5,0,0,,0,0,50,774,15.5,7,
2018,Corey Sutton,Appalachian State,Sun Belt,13,44,773,17.6,10,59.5,0,0,,0,0,44,773,17.6,10,
2018,Diontae Johnson,Toledo,MAC,13,49,761,15.5,8,58.5,2,17,8.5,0,1.3,51,778,15.3,8,
2018,T.J. Hockenson,Iowa,Big Ten,13,49,760,15.5,6,58.5,1,4,4,1,0.3,50,764,15.3,7,
2018,Shawn Poindexter,Arizona,Pac-12,12,42,759,18.1,11,63.3,0,0,,0,0,42,759,18.1,11,
2018,Blake Banham,Eastern Michigan,MAC,13,60,758,12.6,5,58.3,8,32,4,1,2.5,68,790,11.6,6,
2018,Michael Pittman Jr.,USC,Pac-12,11,41,758,18.5,6,68.9,1,9,9,0,0.8,42,767,18.3,6,
2018,Sean Riley,Syracuse,ACC,13,64,756,11.8,3,58.2,5,37,7.4,0,2.8,69,793,11.5,3,
2018,KJ Hamler,Penn State,Big Ten,13,42,754,18,5,58,4,44,11,1,3.4,46,798,17.3,6,
2018,Amon-Ra St. Brown,USC,Pac-12,12,60,750,12.5,3,62.5,2,9,4.5,0,0.8,62,759,12.2,3,
2018,Justin McInnis,Arkansas State,Sun Belt,13,61,748,12.3,5,57.5,1,-11,-11,0,-0.8,62,737,11.9,5,
2018,Lynn Bowden Jr.,Kentucky,SEC,13,67,745,11.1,5,57.3,9,25,2.8,0,1.9,76,770,10.1,5,
2018,Nyqwan Murray,Florida State,ACC,12,54,744,13.8,3,62,5,4,0.8,0,0.3,59,748,12.7,3,
2018,Tamorrion Terry,Florida State,ACC,12,35,744,21.3,8,62,0,0,,0,0,35,744,21.3,8,
2018,Isaac Zico,Purdue,Big Ten,13,46,743,16.2,6,57.2,0,0,,0,0,46,743,16.2,6,
2018,Jack Sorenson,Miami (OH),MAC,12,53,742,14,2,61.8,0,0,,0,0,53,742,14,2,
2018,Henry Ruggs III,Alabama,SEC,15,46,741,16.1,11,49.4,0,0,,0,0,46,741,16.1,11,
2018,Johnathon Johnson,Missouri,SEC,13,59,737,12.5,5,56.7,1,8,8,0,0.6,60,745,12.4,5,
2018,Kaleb Fossum,Nevada,MWC,13,70,734,10.5,1,56.5,2,13,6.5,0,1,72,747,10.4,1,
2018,Terren Encalade,Tulane,American,13,44,727,16.5,5,55.9,5,56,11.2,0,4.3,49,783,16,5,
2018,Malcolm Williams,Coastal Carolina,Sun Belt,12,47,724,15.4,5,60.3,10,22,2.2,1,1.8,57,746,13.1,6,
2018,Teddy Veal,Louisiana Tech,CUSA,12,70,716,10.2,1,59.7,0,0,,0,0,70,716,10.2,1,
2018,Johnathan Boone,New Mexico State,Ind,12,59,715,12.1,3,59.6,2,-9,-4.5,0,-0.8,61,706,11.6,3,
2018,Tre Walker,San Jose State,MWC,9,39,714,18.3,5,79.3,1,0,0,0,0,40,714,17.9,5,
2018,Victor Tucker,Charlotte,CUSA,11,54,712,13.2,2,64.7,0,0,,0,0,54,712,13.2,2,
2018,Irv Smith Jr.,Alabama,SEC,15,44,710,16.1,7,47.3,0,0,,0,0,44,710,16.1,7,
2018,Josh Oliver,San Jose State,MWC,12,56,709,12.7,4,59.1,0,0,,0,0,56,709,12.7,4,
2018,Ron'Quavion Tarver,Utah State,MWC,13,66,709,10.7,8,54.5,1,4,4,0,0.3,67,713,10.6,8,
2018,Rashod Bateman,Minnesota,Big Ten,13,51,704,13.8,6,54.2,0,0,,0,0,51,704,13.8,6,
2018,Terry McLaurin,Ohio State,Big Ten,14,35,701,20,11,50.1,0,0,,0,0,35,701,20,11,
2018,Marcus Simms,West Virginia,Big 12,11,46,699,15.2,2,63.5,1,5,5,0,0.5,47,704,15,2,
2018,DeVonta Smith,Alabama,SEC,14,42,693,16.5,6,49.5,0,0,,0,0,42,693,16.5,6,
2018,Keith Corbin,Houston,American,12,40,691,17.3,10,57.6,4,5,1.3,0,0.4,44,696,15.8,10,
2018,Ventell Bryant,Temple,American,13,51,690,13.5,3,53.1,3,12,4,0,0.9,54,702,13,3,
2018,Anthony Ratliff-Williams,North Carolina,ACC,11,42,689,16.4,2,62.6,11,83,7.5,1,7.5,53,772,14.6,3,
2018,Jalen Greene,Utah State,MWC,13,44,689,15.7,6,53,0,0,,0,0,44,689,15.7,6,
2018,Dredrick Snelson,UCF,American,12,43,688,16,5,57.3,1,4,4,0,0.3,44,692,15.7,5,
2018,T.J. Vasher,Texas Tech,Big 12,11,54,687,12.7,7,62.5,0,0,,0,0,54,687,12.7,7,
2018,Tay Martin,Washington State,Pac-12,13,69,685,9.9,8,52.7,0,0,,0,0,69,685,9.9,8,
2018,Trenton Irwin,Stanford,Pac-12,12,60,685,11.4,2,57.1,0,0,,0,0,60,685,11.4,2,
2018,Randall St. Felix,South Florida,American,11,33,679,20.6,4,61.7,0,0,,0,0,33,679,20.6,4,
2018,Theo Howard,UCLA,Pac-12,12,51,677,13.3,4,56.4,3,26,8.7,0,2.2,54,703,13,4,
2018,Tyler Vaughns,USC,Pac-12,12,58,674,11.6,6,56.2,0,0,,0,0,58,674,11.6,6,
2018,Shi Smith,South Carolina,SEC,12,45,673,15,4,56.1,0,0,,0,0,45,673,15,4,
2018,Darius Slayton,Auburn,SEC,12,35,670,19.1,5,55.8,0,0,,0,0,35,670,19.1,5,
2018,Johnnie Dixon,Ohio State,Big Ten,14,42,669,15.9,8,47.8,0,0,,0,0,42,669,15.9,8,
2018,Penny Hart,Georgia State,Sun Belt,12,49,669,13.7,2,55.8,4,-10,-2.5,0,-0.8,53,659,12.4,2,
2018,Jared Rice,Fresno State,MWC,14,55,664,12.1,3,47.4,1,3,3,0,0.2,56,667,11.9,3,
2018,Harrison Bryant,Florida Atlantic,CUSA,12,45,662,14.7,4,55.2,1,2,2,0,0.2,46,664,14.4,4,
2018,Timmy Hernandez,Oregon State,Pac-12,12,58,661,11.4,3,55.1,1,3,3,0,0.3,59,664,11.3,3,
2018,Jon'Vea Johnson,Toledo,MAC,13,32,660,20.6,9,50.8,0,0,,0,0,32,660,20.6,9,
2018,Greg Campbell Jr.,UTSA,CUSA,11,58,658,11.3,2,59.8,6,23,3.8,0,2.1,64,681,10.6,2,
2018,Shun Brown,Arizona,Pac-12,12,64,655,10.2,6,54.6,2,40,20,0,3.3,66,695,10.5,6,
2018,Easop Winston,Washington State,Pac-12,13,52,654,12.6,8,50.3,0,0,,0,0,52,654,12.6,8,
2018,Andre Williams,Akron,MAC,11,46,649,14.1,6,59,1,4,4,0,0.4,47,653,13.9,6,
2018,Trevon Bradford,Oregon State,Pac-12,11,56,649,11.6,6,59,12,136,11.3,0,12.4,68,785,11.5,6,
2018,Cody Thompson,Toledo,MAC,13,48,647,13.5,10,49.8,0,0,,0,0,48,647,13.5,10,
2018,Chase Claypool,Notre Dame,Ind,13,50,639,12.8,4,49.2,0,0,,0,0,50,639,12.8,4,
2018,Britain Covey,Utah,Pac-12,13,60,637,10.6,1,49,21,172,8.2,0,13.2,81,809,10,1,
2018,K.D. Nixon,Colorado,Pac-12,11,52,636,12.2,4,57.8,9,-8,-0.9,1,-0.7,61,628,10.3,5,
2018,Kaden Smith,Stanford,Pac-12,10,47,635,13.5,2,63.5,0,0,,0,0,47,635,13.5,2,
2018,Austin Trammell,Rice,CUSA,13,62,632,10.2,3,48.6,1,3,3,0,0.2,63,635,10.1,3,
2018,Nico Collins,Michigan,Big Ten,13,38,632,16.6,6,48.6,0,0,,0,0,38,632,16.6,6,
2018,D.J. Stubbs,Liberty,Ind,12,50,631,12.6,1,52.6,0,0,,0,0,50,631,12.6,1,
2018,C.J. Worton,Florida International,CUSA,13,37,627,16.9,6,48.2,0,0,,0,0,37,627,16.9,6,
2018,Justin Hall,Ball State,MAC,12,69,622,9,0,51.8,20,133,6.7,1,11.1,89,755,8.5,1,
2018,Isaiah Zuber,Kansas State,Big 12,12,52,619,11.9,5,51.6,1,17,17,0,1.4,53,636,12,5,
2018,Jauan Wesley,Northern Illinois,MAC,14,54,619,11.5,2,44.2,1,2,2,0,0.1,55,621,11.3,2,
2018,Tyree McCants,South Florida,American,13,59,617,10.5,3,47.5,8,52,6.5,0,4,67,669,10,3,
2018,Emeka Emezie,North Carolina State,ACC,13,53,616,11.6,5,47.4,0,0,,0,0,53,616,11.6,5,
2018,James Williams,Washington State,Pac-12,13,83,613,7.4,4,47.2,122,560,4.6,12,43.1,205,1173,5.7,16,
2018,Donovan Peoples-Jones,Michigan,Big Ten,13,47,612,13,8,47.1,3,37,12.3,0,2.8,50,649,13,8,
2018,Austin Maloney,Florida International,CUSA,13,30,610,20.3,5,46.9,0,0,,0,0,30,610,20.3,5,
2018,Ja'Marcus Bradley,Louisiana,Sun Belt,14,40,608,15.2,10,43.4,1,5,5,0,0.4,41,613,15,10,
2018,Johnathan Lloyd,Duke,ACC,13,51,604,11.8,5,46.5,2,4,2,0,0.3,53,608,11.5,5,
2018,Dillon Stoner,Oklahoma State,Big 12,12,48,603,12.6,2,50.3,0,0,,0,0,48,603,12.6,2,
2018,Branden Mack,Temple,American,13,44,601,13.7,5,46.2,0,0,,0,0,44,601,13.7,5,
2018,Fred Trevillion,San Diego State,MWC,13,22,598,27.2,3,46,4,-3,-0.8,0,-0.2,26,595,22.9,3,
2018,Mike Carrigan,Kent State,MAC,12,45,597,13.3,5,49.8,0,0,,0,0,45,597,13.3,5,
2018,Arthur Jackson III,Eastern Michigan,MAC,13,46,592,12.9,5,45.5,0,0,,0,0,46,592,12.9,5,
2018,Marquez Callaway,Tennessee,SEC,12,37,592,16,2,49.3,0,0,,0,0,37,592,16,2,
2018,Nick Westbrook,Indiana,Big Ten,12,42,590,14,4,49.2,0,0,,0,0,42,590,14,4,
2018,Jaylen Dixon,Utah,Pac-12,14,32,589,18.4,2,42.1,1,-3,-3,0,-0.2,33,586,17.8,2,
2018,Quartney Davis,Texas A&M,SEC,13,45,585,13,7,45,3,13,4.3,0,1,48,598,12.5,7,
2018,Andre Baccellia,Washington,Pac-12,14,55,584,10.6,0,41.7,2,50,25,0,3.6,57,634,11.1,0,
2018,Brycen Hopkins,Purdue,Big Ten,13,34,583,17.1,2,44.8,0,0,,0,0,34,583,17.1,2,
2018,Aaren Vaughns,Utah State,MWC,13,33,581,17.6,5,44.7,12,100,8.3,0,7.7,45,681,15.1,5,
2018,Sage Surratt,Wake Forest,ACC,13,41,581,14.2,4,44.7,0,0,,0,0,41,581,14.2,4,
2018,Hasise Dubois,Virginia,ACC,13,52,578,11.1,5,44.5,0,0,,0,0,52,578,11.1,5,
2018,Keenen Brown,Texas State,Sun Belt,12,51,577,11.3,5,48.1,8,75,9.4,2,6.3,59,652,11.1,7,
2018,Amari Rodgers,Clemson,ACC,15,55,575,10.5,4,38.3,1,5,5,0,0.3,56,580,10.4,4,
2018,Jaelon Darden,North Texas,CUSA,13,48,575,12,4,44.2,3,16,5.3,0,1.2,51,591,11.6,4,
2018,Keylon Stokes,Tulsa,American,12,41,575,14,2,47.9,15,104,6.9,2,8.7,56,679,12.1,4,
2018,Marcus Armstrong-Brown,Hawaii,MWC,14,50,573,11.5,2,40.9,0,0,,0,0,50,573,11.5,2,
2018,Chris Finke,Notre Dame,Ind,13,49,571,11.7,2,43.9,5,20,4,0,1.5,54,591,10.9,2,
2018,Riley Ridley,Georgia,SEC,14,44,570,13,9,40.7,0,0,,0,0,44,570,13,9,
2018,D.K. Metcalf,Ole Miss,SEC,7,26,569,21.9,5,81.3,0,0,,0,0,26,569,21.9,5,
2018,Omar Bayless,Arkansas State,Sun Belt,12,39,566,14.5,2,47.2,0,0,,0,0,39,566,14.5,2,
2018,Aaron Cephus,Rice,CUSA,11,40,565,14.1,5,51.4,0,0,,0,0,40,565,14.1,5,
2018,Nykeim Johnson,Syracuse,ACC,12,41,565,13.8,4,47.1,4,9,2.3,0,0.8,45,574,12.8,4,
2018,Patrick Smith,Middle Tennessee State,CUSA,14,57,565,9.9,6,40.4,0,0,,0,0,57,565,9.9,6,
2018,Taj Harris,Syracuse,ACC,12,40,565,14.1,3,47.1,0,0,,0,0,40,565,14.1,3,
2018,Jeff Thomas,Miami (FL),ACC,11,35,563,16.1,3,51.2,1,19,19,0,1.7,36,582,16.2,3,
2018,Lucky Jackson,Western Kentucky,CUSA,12,51,563,11,4,46.9,3,30,10,1,2.5,54,593,11,5,
2018,Ben Skowronek,Northwestern,Big Ten,14,45,562,12.5,3,40.1,0,0,,0,0,45,562,12.5,3,
2018,Romeo Doubs,Nevada,MWC,13,43,562,13.1,2,43.2,0,0,,0,0,43,562,13.1,2,
2018,Tre Nixon,UCF,American,13,40,562,14.1,4,43.2,0,0,,0,0,40,562,14.1,4,
2018,Eric Kumah,Virginia Tech,ACC,12,42,559,13.3,7,46.6,1,0,0,0,0,43,559,13,7,
2018,Taysir Mack,Pitt,ACC,12,25,557,22.3,1,46.4,1,-8,-8,0,-0.7,26,549,21.1,1,
2018,Cody White,Michigan State,Big Ten,9,42,555,13.2,2,61.7,1,22,22,1,2.4,43,577,13.4,3,
2018,Jaylen Smith,Louisville,ACC,12,36,550,15.3,1,45.8,0,0,,0,0,36,550,15.3,1,
2018,B.J. Farrow,Liberty,Ind,11,40,546,13.7,5,49.6,1,-8,-8,0,-0.7,41,538,13.1,5,
2018,Devin Duvernay,Texas,Big 12,14,41,546,13.3,4,39,1,10,10,0,0.7,42,556,13.2,4,
2018,Ryan Davis,Auburn,SEC,13,69,546,7.9,1,42,3,12,4,0,0.9,72,558,7.8,1,
2018,Hunter Renfrow,Clemson,ACC,15,49,544,11.1,1,36.3,0,0,,0,0,49,544,11.1,1,
2018,Alex Bachman,Wake Forest,ACC,12,37,541,14.6,6,45.1,0,0,,0,0,37,541,14.6,6,
2018,Mitchell Wilcox,South Florida,American,12,43,540,12.6,2,45,0,0,,0,0,43,540,12.6,2,
2018,Courtney Lark,Houston,American,9,35,539,15.4,5,59.9,0,0,,0,0,35,539,15.4,5,
2018,Kwadarrius Smith,Akron,MAC,11,33,538,16.3,3,48.9,8,24,3,0,2.2,41,562,13.7,3,
2018,CT Thomas,Boise State,MWC,13,41,535,13,3,41.2,4,45,11.3,0,3.5,45,580,12.9,3,
2018,Steven Sims Jr.,Kansas,Big 12,12,53,535,10.1,4,44.6,2,29,14.5,0,2.4,55,564,10.3,4,
2018,Tre Turner,Virginia Tech,ACC,12,26,535,20.6,4,44.6,8,101,12.6,1,8.4,34,636,18.7,5,
2018,Seth Williams,Auburn,SEC,13,26,534,20.5,5,41.1,0,0,,0,0,26,534,20.5,5,
2018,Antwan Dixon,Kent State,MAC,12,52,532,10.2,2,44.3,5,8,1.6,0,0.7,57,540,9.5,2,
2018,Mecole Hardman,Georgia,SEC,14,34,532,15.6,7,38,5,36,7.2,0,2.6,39,568,14.6,7,
2018,Mik'Quan Deane,Western Kentucky,CUSA,12,44,530,12,6,44.2,3,2,0.7,0,0.2,47,532,11.3,6,
2018,Andre Wilson,UAB,CUSA,14,32,529,16.5,5,37.8,7,104,14.9,1,7.4,39,633,16.2,6,
2018,Jason Huntley,New Mexico State,Ind,12,47,529,11.3,3,44.1,109,505,4.6,7,42.1,156,1034,6.6,10,
2018,Kobay White,Boston College,ACC,12,33,526,15.9,3,43.8,5,0,0,0,0,38,526,13.8,3,
2018,RJ Turner,Louisiana-Monroe,Sun Belt,11,36,526,14.6,1,47.8,0,0,,0,0,36,526,14.6,1,
2018,Austin Walter,Rice,CUSA,13,44,525,11.9,2,40.4,133,564,4.2,4,43.4,177,1089,6.2,6,
2018,Ryheem Malone,Louisiana,Sun Belt,14,44,525,11.9,4,37.5,7,21,3,0,1.5,51,546,10.7,4,
2018,Tony Ellison,Arizona,Pac-12,12,29,525,18.1,6,43.8,1,-7,-7,0,-0.6,30,518,17.3,6,
2018,Corey Lacanaria,Ball State,MAC,12,49,524,10.7,3,43.7,0,0,,0,0,49,524,10.7,3,
2018,A.J. Taylor,Wisconsin,Big Ten,13,32,521,16.3,3,40.1,0,0,,0,0,32,521,16.3,3,
2018,Dalton Schoen,Kansas State,Big 12,11,32,520,16.3,2,47.3,0,0,,0,0,32,520,16.3,2,
2018,Noah Fant,Iowa,Big Ten,12,39,519,13.3,7,43.3,2,1,0.5,0,0.1,41,520,12.7,7,
2018,Quintin Morris,Bowling Green,MAC,12,42,516,12.3,7,43,1,7,7,0,0.6,43,523,12.2,7,
2018,Maurice Ffrench,Pitt,ACC,14,35,515,14.7,6,36.8,19,164,8.6,2,11.7,54,679,12.6,8,
2018,Zach Gentry,Michigan,Big Ten,13,32,514,16.1,2,39.5,0,0,,0,0,32,514,16.1,2,
2018,Delane Hart-Johnson,New Mexico,MWC,12,33,512,15.5,5,42.7,0,0,,0,0,33,512,15.5,5,
2018,OJ Clark,New Mexico State,Ind,12,52,512,9.8,1,42.7,0,0,,0,0,52,512,9.8,1,
2018,Chris Platt,Baylor,Big 12,13,36,511,14.2,1,39.3,2,31,15.5,0,2.4,38,542,14.3,1,
2018,Matt Bushman,BYU,Ind,13,29,511,17.6,2,39.3,0,0,,0,0,29,511,17.6,2,
2018,Donavan Hale,Indiana,Big Ten,12,42,508,12.1,6,42.3,0,0,,0,0,42,508,12.1,6,
2018,Tim Jones,Southern Mississippi,CUSA,11,42,508,12.1,1,46.2,3,11,3.7,0,1,45,519,11.5,1,
2018,Dazz Newsome,North Carolina,ACC,11,44,506,11.5,2,46,7,96,13.7,1,8.7,51,602,11.8,3,
2018,Andrew Meyer,Ohio,MAC,13,36,505,14,5,38.8,0,0,,0,0,36,505,14,5,
2018,Obi Obialo,Marshall,CUSA,13,42,505,12,4,38.8,0,0,,0,0,42,505,12,4,
2018,John Hightower,Boise State,MWC,10,31,504,16.3,6,50.4,8,163,20.4,2,16.3,39,667,17.1,8,
2018,Van Jefferson,Florida,SEC,13,35,503,14.4,6,38.7,0,0,,0,0,35,503,14.4,6,
2018,Vic Wharton,California,Pac-12,12,50,502,10,1,41.8,2,15,7.5,0,1.3,52,517,9.9,1,
2018,La'Michael Pettway,Arkansas,SEC,12,30,499,16.6,4,41.6,0,0,,0,0,30,499,16.6,4,
2018,Jamire Calvin,Washington State,Pac-12,13,42,497,11.8,1,38.2,0,0,,0,0,42,497,11.8,1,
2018,Cornelius McCoy,Georgia State,Sun Belt,12,35,495,14.1,1,41.3,0,0,,0,0,35,495,14.1,1,
2018,Jacquez Sloan,Western Kentucky,CUSA,9,31,495,16,0,55,2,4,2,0,0.4,33,499,15.1,0,
2018,Kawaan Baker,South Alabama,Sun Belt,12,33,494,15,4,41.2,59,251,4.3,9,20.9,92,745,8.1,13,
2018,Nick Easley,Iowa,Big Ten,13,52,494,9.5,5,38,2,7,3.5,0,0.5,54,501,9.3,5,
2018,Drew Dan,New Mexico State,Ind,12,37,491,13.3,3,40.9,0,0,,0,0,37,491,13.3,3,
2018,Ty Jones,Washington,Pac-12,13,31,491,15.8,6,37.8,0,0,,0,0,31,491,15.8,6,
2018,Ty Jones,Washington,Pac-12,14,31,491,15.8,6,35.1,0,0,,0,0,31,491,15.8,6,
2018,Colby Parkinson,Stanford,Pac-12,13,29,485,16.7,7,37.3,0,0,,0,0,29,485,16.7,7,
2018,Josh Palmer,Tennessee,SEC,12,23,484,21,2,40.3,5,27,5.4,1,2.3,28,511,18.3,3,
2018,Cameron Green,Northwestern,Big Ten,14,57,483,8.5,4,34.5,1,-4,-4,0,-0.3,58,479,8.3,4,
2018,Kyle Buss,Connecticut,American,12,32,482,15.1,3,40.2,0,0,,0,0,32,482,15.1,3,
2018,Justin Hobbs,Tulsa,American,12,39,480,12.3,3,40,0,0,,0,0,39,480,12.3,3,
2018,Isaiah Harper,Old Dominion,CUSA,12,55,479,8.7,1,39.9,4,22,5.5,0,1.8,59,501,8.5,1,
2018,Brandon Aiyuk,Arizona State,Pac-12,13,33,474,14.4,3,36.5,0,0,,0,0,33,474,14.4,3,
2018,Camron Buckley,Texas A&M,SEC,13,34,474,13.9,1,36.5,0,0,,0,0,34,474,13.9,1,
2018,Felton Davis III,Michigan State,Big Ten,7,31,474,15.3,4,67.7,2,50,25,1,7.1,33,524,15.9,5,
2018,Maurice Alexander,Florida International,CUSA,13,40,474,11.9,5,36.5,17,115,6.8,2,8.8,57,589,10.3,7,
2018,Deondre Douglas,Troy,Sun Belt,11,48,472,9.8,7,42.9,4,81,20.3,0,7.4,52,553,10.6,7,
2018,Rashad Medaris,Cincinnati,American,12,26,472,18.2,3,39.3,0,0,,0,0,26,472,18.2,3,
2018,Josiah Deguara,Cincinnati,American,13,38,468,12.3,5,36,0,0,,0,0,38,468,12.3,5,
2018,Terry Wright,Purdue,Big Ten,13,28,468,16.7,5,36,1,1,1,1,0.1,29,469,16.2,6,
2018,Albert Okwuegbunam,Missouri,SEC,9,43,466,10.8,6,51.8,0,0,,0,0,43,466,10.8,6,
2018,Joe Reed,Virginia,ACC,13,25,465,18.6,7,35.8,3,15,5,0,1.2,28,480,17.1,7,
2018,Marcus Bennett,Air Force,MWC,12,24,465,19.4,3,38.8,0,2,,0,0.2,24,467,19.5,3,
2018,Gatlin Casey,Middle Tennessee State,CUSA,12,40,463,11.6,3,38.6,0,0,,0,0,40,463,11.6,3,
2018,Collin Lisa,UAB,CUSA,14,33,462,14,1,33,0,0,,0,0,33,462,14,1,
2018,Tony Pollard,Memphis,American,14,39,458,11.7,3,32.7,78,552,7.1,6,39.4,117,1010,8.6,9,
2018,Kailon Carter,UAB,CUSA,14,23,457,19.9,2,32.6,1,12,12,0,0.9,24,469,19.5,2,
2018,Lee Morris,Oklahoma,Big 12,14,21,457,21.8,8,32.6,0,0,,0,0,21,457,21.8,8,
2018,Jake Ferguson,Wisconsin,Big Ten,13,36,456,12.7,4,35.1,0,0,,0,0,36,456,12.7,4,
2018,Willie Wright,Florida Atlantic,CUSA,12,46,452,9.8,2,37.7,15,71,4.7,0,5.9,61,523,8.6,2,
2018,Chris Autman-Bell,Minnesota,Big Ten,13,28,449,16,0,34.5,0,0,,0,0,28,449,16,0,
2018,Kyle Williams,Arizona State,Pac-12,13,44,449,10.2,2,34.5,1,8,8,0,0.6,45,457,10.2,2,
2018,Trey Hartley,San Jose State,MWC,12,32,446,13.9,3,37.2,1,-10,-10,0,-0.8,33,436,13.2,3,
2018,Randle Jones,Temple,American,11,23,445,19.3,4,40.5,0,0,,0,0,23,445,19.3,4,
2018,Warren Redix,UTEP,CUSA,11,36,442,12.3,0,40.2,0,0,,0,0,36,442,12.3,0,
2018,C.J. Bolar,Vanderbilt,SEC,13,34,440,12.9,2,33.8,2,24,12,0,1.8,36,464,12.9,2,
2018,Darnell Salomon,South Florida,American,10,25,440,17.6,4,44,0,0,,0,0,25,440,17.6,4,
2018,Stephen Guidry,Mississippi State,SEC,13,19,440,23.2,3,33.8,0,0,,0,0,19,440,23.2,3,
2018,Jauan Jennings,Tennessee,SEC,12,30,438,14.6,3,36.5,0,0,,0,0,30,438,14.6,3,
2018,Keenen Johnson,Tulsa,American,12,34,438,12.9,4,36.5,0,0,,0,0,34,438,12.9,4,
2018,Brandon Presley,Nevada-Las Vegas,MWC,12,35,434,12.4,3,36.2,1,-10,-10,0,-0.8,36,424,11.8,3,
2018,Jamire Jordan,Fresno State,MWC,14,27,434,16.1,3,31,0,0,,0,0,27,434,16.1,3,
2018,Jaylon Redd,Oregon,Pac-12,13,38,433,11.4,5,33.3,3,22,7.3,1,1.7,41,455,11.1,6,
2018,Michael Lawrence,North Texas,CUSA,13,32,433,13.5,2,33.3,0,0,,0,0,32,433,13.5,2,
2018,Isaac Nauta,Georgia,SEC,14,30,430,14.3,3,30.7,0,31,,1,2.2,30,461,15.4,4,
2018,Osirus Mitchell,Mississippi State,SEC,13,26,427,16.4,4,32.8,0,0,,0,0,26,427,16.4,4,
2018,Quin Jernighan,Western Kentucky,CUSA,11,40,426,10.7,1,38.7,0,0,,0,0,40,426,10.7,1,
2018,Isaiah McKoy,Kent State,MAC,11,42,423,10.1,3,38.5,0,0,,0,0,42,423,10.1,3,
2018,Dez Fitzpatrick,Louisville,ACC,12,31,422,13.6,3,35.2,0,0,,0,0,31,422,13.6,3,
2018,Luke Timian,Indiana,Big Ten,9,46,422,9.2,0,46.9,1,4,4,0,0.4,47,426,9.1,0,
2018,Spencer Tears,Northern Illinois,MAC,12,40,422,10.6,4,35.2,4,6,1.5,1,0.5,44,428,9.7,5,
2018,Tyleek Collins,Nevada-Las Vegas,MWC,12,31,422,13.6,6,35.2,12,104,8.7,1,8.7,43,526,12.2,7,
2018,Frank Darby,Arizona State,Pac-12,13,21,421,20,2,32.4,0,0,,0,0,21,421,20,2,
2018,Chris Taylor,Duke,ACC,13,31,419,13.5,3,32.2,0,0,,0,0,31,419,13.5,3,
2018,Jalen Knox,Missouri,SEC,13,27,419,15.5,3,32.2,3,11,3.7,0,0.8,30,430,14.3,3,
2018,Mathew Sexton,Eastern Michigan,MAC,12,37,419,11.3,3,34.9,0,0,,0,0,37,419,11.3,3,
2017,James Washington,Oklahoma State,Big 12,13,74,1549,20.9,13,119.2,3,12,4,1,0.9,77,1561,20.3,14,AA
2017,Cedrick Wilson Jr.,Boise State,MWC,14,83,1511,18.2,7,107.9,9,13,1.4,0,0.9,92,1524,16.6,7,
